Nume,Email,Judet,Telefon,Tip
"BISTRITA",primaria@primariabistrita.ro,BISTRITA-NASAUD,,Primarie Municipiu
"BECLEAN",secretariat@primariabeclean.ro,BISTRITA-NASAUD,,Primarie Oras
"NASAUD",pon@primarianasaud.ro,BISTRITA-NASAUD,,Primarie Oras
"SANGEORZ-BAI",info@singeorz-bai.ro,BISTRITA-NASAUD,,Primarie Oras
"BISTRITA BARGAULUI",primariabistritabirgaului@yahoo.com,BISTRITA-NASAUD,,Primarie
"BRANISTEA",primariabranisteabn@gmail.com,BISTRITA-NASAUD,,Primarie
"BUDACU DE JOS",budacudejos@yahoo.com,BISTRITA-NASAUD,,Primarie
"BUDESTI",primariabudesti@yahoo.com,BISTRITA-NASAUD,,Primarie
"CAIANU MIC",comunacaianumic@yahoo.com,BISTRITA-NASAUD,,Primarie
"CETATE",primaria@primariacetatebn.ro,BISTRITA-NASAUD,,Primarie
"CHIOCHIS",chiochisprimarie@yahoo.com,BISTRITA-NASAUD,,Primarie
"CHIUZA",primaria_chiuza@yahoo.com,BISTRITA-NASAUD,,Primarie
"CICEU - MIHAIESTI",primariacm@gmail.com,BISTRITA-NASAUD,,Primarie
"CICEU-GIURGESTI",primgiurgesti@yahoo.com,BISTRITA-NASAUD,,Primarie
"COSBUC",primariacosbuc@yahoo.com,BISTRITA-NASAUD,,Primarie
"DUMITRA",primariadumitra@yahoo.com,BISTRITA-NASAUD,,Primarie
"DUMITRITA",primaria_dumitrita@yahoo.com,BISTRITA-NASAUD,,Primarie
"FELDRU",primariafeldru@yahoo.com,BISTRITA-NASAUD,,Primarie
"GALATII BISTRITEI",primariagalatiibistritei@yahoo.com,BISTRITA-NASAUD,,Primarie
"ILVA MARE",primaria.ilvam@yahoo.com,BISTRITA-NASAUD,,Primarie
"ILVA MICA",primariailvamica@personal.ro,BISTRITA-NASAUD,,Primarie
"JOSENII BARGAULUI",primariajoseniib@yahoo.com,BISTRITA-NASAUD,,Primarie
"LECHINTA",primaria.lechinta@yahoo.com,BISTRITA-NASAUD,,Primarie
"LESU",primarialesu@yahoo.com,BISTRITA-NASAUD,,Primarie
"LIVEZILE",primaria_livezile@yahoo.com,BISTRITA-NASAUD,,Primarie
"LUNCA ILVEI",primaria.luncailvei@yahoo.com,BISTRITA-NASAUD,,Primarie
"MAGURA ILVEI",primariamagurailvei@yahoo.com,BISTRITA-NASAUD,,Primarie
"MAIERU",primariamaieru@personal.ro,BISTRITA-NASAUD,,Primarie
"MARISELU",mariselu@gmail.com,BISTRITA-NASAUD,,Primarie
"MATEI",primariamatei@yahoo.com,BISTRITA-NASAUD,,Primarie
"MICESTII DE CAMPIE",micestiidecampie@yahoo.com,BISTRITA-NASAUD,,Primarie
"MILAS",primaria_milas@yahoo.com,BISTRITA-NASAUD,,Primarie
"MONOR",primaria.monor@yahoo.com,BISTRITA-NASAUD,,Primarie
"NEGRILESTI",pcn_bn@yahoo.com,BISTRITA-NASAUD,,Primarie
"NIMIGEA",primarianimigea@gmail.com,BISTRITA-NASAUD,,Primarie
"NUSENI",primaria_nuseni@yahoo.com,BISTRITA-NASAUD,,Primarie
"PARVA",primariaparva@yahoo.com,BISTRITA-NASAUD,,Primarie
"PETRU RARES",popdumitru1949@gmail.com,BISTRITA-NASAUD,,Primarie
"POIANA  ILVEI",primaria@poianailvei.com,BISTRITA-NASAUD,,Primarie
"PRUNDU BARGAULUI",pbp@primariaprundub.ro,BISTRITA-NASAUD,,Primarie
"REBRA",rebraprimaria@yahoo.com,BISTRITA-NASAUD,,Primarie
"RODNA",primariarodna@yahoo.com,BISTRITA-NASAUD,,Primarie
"ROMULI",primariaromuli@yahoo.com,BISTRITA-NASAUD,,Primarie
"RUNCU SALVEI",primariarunc@yahoo.com,BISTRITA-NASAUD,,Primarie
"SALVA",primariasalva@yahoo.com,BISTRITA-NASAUD,,Primarie
"SANMIHAIU DE CIMPIE",prim_sinmihaiu@personal.ro,BISTRITA-NASAUD,,Primarie
"SANT",primaria@comunasant.ro,BISTRITA-NASAUD,,Primarie
"SIEU",primariasieubn@yahoo.com,BISTRITA-NASAUD,,Primarie
"SIEU-MAGHERUS",primaria_sieumagherus@yahoo.com,BISTRITA-NASAUD,,Primarie
"SIEU-ODORHEI",primariasieu_odorhei@yahoo.com,BISTRITA-NASAUD,,Primarie
"SILIVASU DE CIMPIE",primsilivasu@yahoo.com,BISTRITA-NASAUD,,Primarie
"SINTEREAG",primariasintereg@yahoo.com,BISTRITA-NASAUD,,Primarie
"SPERMEZEU",primariaspermezeu@email.ro,BISTRITA-NASAUD,,Primarie
"TARLISUA",primaria_tirlisua@yahoo.com,BISTRITA-NASAUD,,Primarie
"TEACA",primariateaca@gmail.com,BISTRITA-NASAUD,,Primarie
"TELCIU",secretarprimaria_telciu@yahoo.com,BISTRITA-NASAUD,,Primarie
"TIHA BARGAULUI",primaria_tiha@yahoo.com,BISTRITA-NASAUD,,Primarie
"URIU",primaria_uriu@yahoo.com,BISTRITA-NASAUD,,Primarie
"URMENIS",primariaurmenis@yahoo.com,BISTRITA-NASAUD,,Primarie
"ZAGRA",buscoiudumitru@yahoo.com,BISTRITA-NASAUD,,Primarie
"BOTOSANI",primaria@primariabt.ro,BOTOSANI,,Primarie Municipiu
"DOROHOI",primariadorohoi@primariadorohoi.ro,BOTOSANI,,Primarie Municipiu
"BUCECEA",primaria.bucecea@yahoo.com,BOTOSANI,,Primarie Oras
"DARABANI",primariadarabani@yahoo.com,BOTOSANI,,Primarie Oras
"FLAMANZI",primariaflamanzi@yahoo.com,BOTOSANI,,Primarie Oras
"SAVENI",primaria_saveni@yahoo.com,BOTOSANI,,Primarie Oras
"STEFANESTI",primaria@stefanesti-bt.ro,BOTOSANI,,Primarie Oras
"ADASENI",primaria_adaseni@yahoo.com,BOTOSANI,,Primarie
"ALBESTI",primaria.albesti@yahoo.com,BOTOSANI,,Primarie
"AVRAMENI",primaria_avrameni@yahoo.com,BOTOSANI,,Primarie
"BALUSENI",primariabaluseni@yahoo.com,BOTOSANI,,Primarie
"BLANDESTI",primaria_blandesti@yahoo.com,BOTOSANI,,Primarie
"BRAESTI",consiliul_braesti@yahoo.com,BOTOSANI,,Primarie
"BROSCAUTI",primariabroscauti@hotmail.com,BOTOSANI,,Primarie
"CALARASI",primar@primariacalarasibt.ro,BOTOSANI,,Primarie
"CANDESTI",primariacandesti@yahoo.com,BOTOSANI,,Primarie
"CONCESTI",primariaconcesti@yahoo.com,BOTOSANI,,Primarie
"COPALAU",primariacopalau@yahoo.com,BOTOSANI,,Primarie
"CORDARENI",primaria_cordareni@yahoo.com,BOTOSANI,,Primarie
"CORLATENI",primariacorlateni@yahoo.com,BOTOSANI,,Primarie
"CORNI",primariacornibotosani@yahoo.com,BOTOSANI,,Primarie
"COSULA",cosulap@yahoo.com,BOTOSANI,,Primarie
"COTUSCA",primariacotusca@yahoo.com,BOTOSANI,,Primarie
"CRISTESTI",primariacristesti@gmail.com,BOTOSANI,,Primarie
"CRISTINESTI",primariacristinesti@yahoo.com,BOTOSANI,,Primarie
"CURTESTI",primaria.curtesti@yahoo.com,BOTOSANI,,Primarie
"DANGENI",primariadangeni@yahoo.com,BOTOSANI,,Primarie
"DERSCA",primariadersca@yahoo.com,BOTOSANI,,Primarie
"DIMACHENI",primariadimacheni@yahoo.com,BOTOSANI,,Primarie
"DOBARCENI",primaria_dobirceni@yahoo.com,BOTOSANI,,Primarie
"DRAGUSENI",draguseni_primaria@yahoo.com,BOTOSANI,,Primarie
"DURNESTI",primariadurnesti@gmail.com,BOTOSANI,,Primarie
"FRUMUSICA",primariafrumusica@yahoo.com,BOTOSANI,,Primarie
"GEORGE ENESCU",pge_bt@yahoo.com,BOTOSANI,,Primarie
"GORBANESTI",primariagorbanesti@yahoo.com,BOTOSANI,,Primarie
"HANESTI",primaria.hanesti@gmail.com,BOTOSANI,,Primarie
"HAVARNA",havarnabotosani@yahoo.com,BOTOSANI,,Primarie
"HILISEU-HORIA",primariahiliseu@yahoo.com,BOTOSANI,,Primarie
"HLIPICENI",primaria.hlipiceni@yahoo.com,BOTOSANI,,Primarie
"HUDESTI",primariahudesti@yahoo.com,BOTOSANI,,Primarie
"IBANESTI",consiliulibanesti@yahoo.com,BOTOSANI,,Primarie
"LEORDA",primarialeorda@yahoo.com,BOTOSANI,,Primarie
"LOZNA",primaria_lozna@yahoo.com,BOTOSANI,,Primarie
"LUNCA",office@primarialunca.ro,BOTOSANI,,Primarie
"MANOLEASA",primaria_manoleasa@yahoo.com,BOTOSANI,,Primarie
"MIHAI EMINESCU",primaria_me@yahoo.com,BOTOSANI,,Primarie
"MIHAILENI",primariamihailenibt@yahoo.com,BOTOSANI,,Primarie
"MIHALASENI",mihalaseniprimaria@yahoo.com,BOTOSANI,,Primarie
"MILEANCA",primariamileanca@yahoo.com,BOTOSANI,,Primarie
"MITOC",mitoboto@yahoo.com,BOTOSANI,,Primarie
"NICSENI",primaria_nicseni@yahoo.com,BOTOSANI,,Primarie
"PALTINIS",compalprim@yahoo.com,BOTOSANI,,Primarie
"POMARLA",primariapomirla@yahoo.com,BOTOSANI,,Primarie
"PRAJENI",primariaprajeni@yahoo.com,BOTOSANI,,Primarie
"RACHITI",primaria.rachiti@gmail.com,BOTOSANI,,Primarie
"RADAUTI-PRUT",primariarprut@yahoo.com,BOTOSANI,,Primarie
"RAUSENI",consiliulrauseni1@yahoo.com,BOTOSANI,,Primarie
"RIPICENI",primaria.ripiceni@yahoo.com,BOTOSANI,,Primarie
"ROMA",primaria_roma@yahoo.com,BOTOSANI,,Primarie
"ROMANESTI",clromanestibt@yahoo.com,BOTOSANI,,Primarie
"SANTA MARE",primarie_santamare@yahoo.com,BOTOSANI,,Primarie
"SENDRICENI",sendriceni_primaria@yahoo.com,BOTOSANI,,Primarie
"STAUCENI",primaria_staucenibt@yahoo.com,BOTOSANI,,Primarie
"STIUBIENI",primariastiubieni@yahoo.com,BOTOSANI,,Primarie
"SUHARAU",primaria_suharau@yahoo.com,BOTOSANI,,Primarie
"SULITA",primariasulita@yahoo.com,BOTOSANI,,Primarie
"TODIRENI",cltodireni@gmail.com,BOTOSANI,,Primarie
"TRUSESTI",primaria_trusesti@yahoo.com,BOTOSANI,,Primarie
"TUDORA",primariatudora@yahoo.com,BOTOSANI,,Primarie
"UNGURENI",primaria.ungureni@yahoo.com,BOTOSANI,,Primarie
"UNTENI",primaria_untenibt@yahoo.com,BOTOSANI,,Primarie
"VACULESTI",primaria_vaculesti@yahoo.com,BOTOSANI,,Primarie
"VARFU CAMPULUI",virfucimp@gmail.com,BOTOSANI,,Primarie
"VIISOARA",primariaviisoara_bt@yahoo.com,BOTOSANI,,Primarie
"VLADENI",primvlad@yahoo.com,BOTOSANI,,Primarie
"VLASINESTI",primaria_vlasinesti@yahoo.com,BOTOSANI,,Primarie
"VORNICENI",primaria_vorniceni@yahoo.com,BOTOSANI,,Primarie
"VORONA",primaria_vorona@yahoo.com,BOTOSANI,,Primarie
"BRAILA",pmb@primariabr.ro,BRAILA,,Primarie Municipiu
"FAUREI",primariafaurei@gmail.com,BRAILA,,Primarie Oras
"IANCA",primaria.ianca@yahoo.com,BRAILA,,Primarie Oras
"INSURATEI",primariainsuratei@yahoo.com,BRAILA,,Primarie Oras
"BARAGANUL",primariabaraganulbr@yahoo.com,BRAILA,,Primarie
"BERTESTII DE JOS",bertestidejos@yahoo.com,BRAILA,,Primarie
"BORDEI VERDE",primaria.bordeiverde@yahoo.com,BRAILA,,Primarie
"CAZASU",primariacazasu@yahoo.com,BRAILA,,Primarie
"CHISCANI",primariachiscani@yahoo.com,BRAILA,,Primarie
"CIOCILE",primariaciocile@yahoo.com,BRAILA,,Primarie
"CIRESU",primariaciresu@yahoo.com,BRAILA,,Primarie
"DUDESTI",dudestibraila@yahoo.com,BRAILA,,Primarie
"FRECATEI",uatfrecatei@yahoo.com,BRAILA,,Primarie
"GALBENU",scoalagalbenu@gmail.com,BRAILA,,Primarie
"GEMENELE",uatgemenele@yahoo.com,BRAILA,,Primarie
"GRADISTEA",pgradistea@yahoo.com,BRAILA,,Primarie
"GROPENI",pgropeni@kvs.ro,BRAILA,,Primarie
"JIRLAU",uat.jirlau@yahoo.com,BRAILA,,Primarie
"MARASU",primariamarasu@yahoo.com,BRAILA,,Primarie
"MAXINENI",primariamaxineni@yahoo.com,BRAILA,,Primarie
"MIRCEA VODA",primaria.mirceavoda@yahoo.com,BRAILA,,Primarie
"MOVILA MIRESII",brmovilamiresii@yahoo.com,BRAILA,,Primarie
"RACOVITA",primaria.racovita@yahoo.com,BRAILA,,Primarie
"RIMNICELU",primariarimnicelu@yahoo.com,BRAILA,,Primarie
"ROMANU",primariaromanu@ymail.com,BRAILA,,Primarie
"ROSIORI",primaria_rosiori@yahoo.com,BRAILA,,Primarie
"SALCIA TUDOR",salcia_tudor@portal-braila.ro,BRAILA,,Primarie
"SCORTARU NOU",uatscortarunou@yahoo.com,BRAILA,,Primarie
"SILISTEA",sil_prim@yahoo.com,BRAILA,,Primarie
"STANCUTA",stancutaprimaria@yahoo.com,BRAILA,,Primarie
"SURDILA-GAISEANCA",primariagaiseanca@yahoo.com,BRAILA,,Primarie
"SURDILA-GRECI",comunasurdilagreci@yahoo.com,BRAILA,,Primarie
"SUTESTI",sutesti11@yahoo.com,BRAILA,,Primarie
"TICHILESTI",primariatichilesti@yahoo.com,BRAILA,,Primarie
"TRAIAN",primariatraianbr@yahoo.com,BRAILA,,Primarie
"TUDOR VLADIMIRESCU",tudor_vladimirescu@portal-braila.ro,BRAILA,,Primarie
"TUFESTI",primariatufesti@gmail.com,BRAILA,,Primarie
"ULMU",primaria_ulmu@yahoo.com,BRAILA,,Primarie
"UNIREA",primaria_unirea@yahoo.com,BRAILA,,Primarie
"VICTORIA",victoriaprimaria@yahoo.com,BRAILA,,Primarie
"VISANI",clmvisani@yahoo.com,BRAILA,,Primarie
"VIZIRU",viziru@portal-braila.ro,BRAILA,,Primarie
"ZAVOAIA",zavoaiabr@yahoo.com,BRAILA,,Primarie
"BRASOV",sep@brasovcity.ro,BRASOV,,Primarie Municipiu
"CODLEA",primariacodlea@yahoo.com,BRASOV,,Primarie Municipiu
"FAGARAS",secretariat@primaria-fagaras.ro,BRASOV,,Primarie Municipiu
"SACELE",primaria_sacele@yahoo.com,BRASOV,,Primarie Municipiu
"GHIMBAV",primariagh@artelecom.net,BRASOV,,Primarie Oras
"PREDEAL",primar@primaria-predeal.ro,BRASOV,,Primarie Oras
"RASNOV",primariarasnov@yahoo.com,BRASOV,,Primarie Oras
"RUPEA",contact@primariarupea.ro,BRASOV,,Primarie Oras
"VICTORIA",primaria.victoria@yahoo.com,BRASOV,,Primarie Oras
"ZARNESTI",primaria@zarnesti.net,BRASOV,,Primarie Oras
"APATA",primaria57apata@yahoo.com,BRASOV,,Primarie
"AUGUSTIN",primariaaugustin@yahoo.com,BRASOV,,Primarie
"BECLEAN",secretariat@becleanbrasov.ro,BRASOV,,Primarie
"BOD",primariabod@yahoo.com,BRASOV,,Primarie
"BRAN",officeprimariabran@yahoo.com,BRASOV,,Primarie
"BUDILA",primariabudila@yahoo.com,BRASOV,,Primarie
"BUNESTI",primariabunesti@gmail.com,BRASOV,,Primarie
"CATA",primariacata@yahoo.com,BRASOV,,Primarie
"CINCU",primariacincu@yahoo.com,BRASOV,,Primarie
"CRISTIAN",secretar@uatcristian.ro,BRASOV,,Primarie
"CRIZBAV",crizbav@judbrasov.ro,BRASOV,,Primarie
"DRAGUS",primariadragus@yahoo.com,BRASOV,,Primarie
"DUMBRAVITA",primaria.dumbravita@yahoo.com,BRASOV,,Primarie
"FELDIOARA",primariafeldioara@yahoo.com,BRASOV,,Primarie
"FUNDATA",primariafundata@yahoo.com,BRASOV,,Primarie
"HALCHIU",uat_comuna_halchiu@yahoo.com,BRASOV,,Primarie
"HARMAN",harman@brasovia.ro,BRASOV,,Primarie
"HARSENI",comunaharseni@yahoo.com,BRASOV,,Primarie
"HOGHIZ",primariahoghiz@yahoo.com,BRASOV,,Primarie
"HOLBAV",primaria_holbav@yahoo.com,BRASOV,,Primarie
"HOMOROD",primariahomorod@yahoo.com,BRASOV,,Primarie
"JIBERT",primaria_comunajibert@yahoo.com,BRASOV,,Primarie
"LISA",primar@primaria-lisa.ro,BRASOV,,Primarie
"MAIERUS",primariamaierus@yahoo.com,BRASOV,,Primarie
"MANDRA",primaria_mandra_bv@yahoo.com,BRASOV,,Primarie
"MOIECIU",primar@primariamoieciu.ro,BRASOV,,Primarie
"ORMENIS",primariaormenis@yahoo.com,BRASOV,,Primarie
"PARAU",primaria.parau@gmail.com,BRASOV,,Primarie
"POIANA MARULUI",primariapoianamarului@yahoo.com,BRASOV,,Primarie
"PREJMER",primaria.prejmer@yahoo.com,BRASOV,,Primarie
"RACOS",primaria.racos@yahoo.com,BRASOV,,Primarie
"RECEA",primaria_receabv@yahoo.com,BRASOV,,Primarie
"SAMBATA DE SUS",primariasambata@yahoo.com,BRASOV,,Primarie
"SANPETRU",psanpetru@yahoo.com,BRASOV,,Primarie
"SERCAIA",mariana.spiridon@primariasercaia.ro,BRASOV,,Primarie
"SINCA",primaria_sinca@yahoo.com,BRASOV,,Primarie
"SINCA NOUA",primariasincanoua@yahoo.com,BRASOV,,Primarie
"SOARS",primariasoars@yahoo.com,BRASOV,,Primarie
"TARLUNGENI",primaria_tarlungeni@yahoo.com,BRASOV,,Primarie
"TELIU",primariateliu@yahoo.com,BRASOV,,Primarie
"TICUSU",primaria_ticus@yahoo.com,BRASOV,,Primarie
"UCEA",primaria_ucea@yahoo.com,BRASOV,,Primarie
"UNGRA",primariaungra@yahoo.com,BRASOV,,Primarie
"VAMA BUZAULUI",vamabuzaului@yahoo.com,BRASOV,,Primarie
"VISTEA",primaria.vistea@yahoo.com,BRASOV,,Primarie
"VOILA",voilaprimaria@yahoo.com,BRASOV,,Primarie
"VULCAN",uat_vulcan@yahoo.com,BRASOV,,Primarie
"BUZAU",primbz_cabinet@buzau.ro,BUZAU,,Primarie Municipiu
"RAMNICU SARAT",primarie_rmsarat@yahoo.com,BUZAU,,Primarie Municipiu
"NEHOIU",primarianehoiu@yahoo.com,BUZAU,,Primarie Oras
"PATARLAGELE",primaria.patarlagele@yahoo.com,BUZAU,,Primarie Oras
"POGOANELE",primariepogoanele@yahoo.com,BUZAU,,Primarie Oras
"AMARU",tele@buzau.insse.ro,BUZAU,,Primarie
"BALACEANU",primariabalaceanu@gmail.com,BUZAU,,Primarie
"BALTA ALBA",primariabaltaalba@gmail.com,BUZAU,,Primarie
"BECENI",primariabeceni@yahoo.com,BUZAU,,Primarie
"BERCA",secretar.berca@gmail.com,BUZAU,,Primarie
"BISOCA",primariabisoca@yahoo.com,BUZAU,,Primarie
"BLAJANI",tele@buzau.insse.ro,BUZAU,,Primarie
"BOLDU",primaria.boldu@clicknet.ro,BUZAU,,Primarie
"BOZIORU",primariabozioru@yahoo.com,BUZAU,,Primarie
"BRAESTI",primaria_braesti@yahoo.com,BUZAU,,Primarie
"BREAZA",primaria_breazabz@yahoo.com,BUZAU,,Primarie
"BUDA",primariabuda@gmail.com,BUZAU,,Primarie
"C.A. ROSETTI",primaria_carosetti@yahoo.com,BUZAU,,Primarie
"CALVINI",primaria.calvini@yahoo.com,BUZAU,,Primarie
"CANESTI",primariacanesti@yahoo.com,BUZAU,,Primarie
"CATINA",primaria.catina@yahoo.com,BUZAU,,Primarie
"CERNATESTI",primariacernatesti@yahoo.com,BUZAU,,Primarie
"CHIOJDU",primariachiojdu@yahoo.com,BUZAU,,Primarie
"CILIBIA",primariacilibia@yahoo.com,BUZAU,,Primarie
"CISLAU",primariacislau@clicknet.ro,BUZAU,,Primarie
"COCHIRLEANCA",primariacochirleanca@yahoo.com,BUZAU,,Primarie
"COLTI",primariacolti@yahoo.com,BUZAU,,Primarie
"COSTESTI",secretaroprea@yahoo.com,BUZAU,,Primarie
"COZIENI",primaria_cozieni@yahoo.com,BUZAU,,Primarie
"FLORICA",primaria.florica@yahoo.com,BUZAU,,Primarie
"GALBINASI",primariagalbinasi@yahoo.com,BUZAU,,Primarie
"GHERASENI",primariagheraseni@yahoo.com,BUZAU,,Primarie
"GHERGHEASA",primaria.ghergheasa@yahoo.com,BUZAU,,Primarie
"GLODEANU SARAT",primaria.glodeanusarat@gmail.com,BUZAU,,Primarie
"GLODEANU-SILISTEA",primglsilistea@yahoo.com,BUZAU,,Primarie
"GREBANU",primarie@grebanu.infoprimarie.ro,BUZAU,,Primarie
"GURA TEGHII",primariagurateghii@yahoo.com,BUZAU,,Primarie
"LARGU",primaria_largu@yahoo.com,BUZAU,,Primarie
"LOPATARI",com_lopatari@yahoo.com,BUZAU,,Primarie
"LUCIU",primaria_luciu@yahoo.com,BUZAU,,Primarie
"MAGURA",maguraprimarie@yahoo.com,BUZAU,,Primarie
"MANZALESTI",primaria_minzalesti@yahoo.com,BUZAU,,Primarie
"MARACINENI",primariamaracineni@yahoo.com,BUZAU,,Primarie
"MARGARITESTI",primariamargaritesti@yahoo.com,BUZAU,,Primarie
"MEREI",primariamerei@artelecom.net,BUZAU,,Primarie
"MIHAILESTI",primariamihailesti@yahoo.com,BUZAU,,Primarie
"MOVILA BANULUI",primaria_movilabanului@hotmail.com,BUZAU,,Primarie
"MURGESTI",pr_murgesti@artelecom.net,BUZAU,,Primarie
"NAENI",primarianaieni@yahoo.com,BUZAU,,Primarie
"ODAILE",primariaodailebz@yahoo.com,BUZAU,,Primarie
"PADINA",primariapadina@gmail.com,BUZAU,,Primarie
"PANATAU",primaria.panatau@yahoo.com,BUZAU,,Primarie
"PARDOSI",tele@buzau.insse.ro,BUZAU,,Primarie
"PARSCOV",pirscov@gmail.com,BUZAU,,Primarie
"PIETROASELE",primariapietroasele@yahoo.com,BUZAU,,Primarie
"PODGORIA",primariapodgoria@yahoo.com,BUZAU,,Primarie
"POSTA CALNAU",primariacilnau@yahoo.com,BUZAU,,Primarie
"RACOVITENI",primariaracoviteni@yahoo.com,BUZAU,,Primarie
"RAMNICELU",primaria_rimnicelu@yahoo.com,BUZAU,,Primarie
"ROBEASCA",primaria_robeasca@yahoo.com,BUZAU,,Primarie
"RUSETU",primarie_rusetu@yahoo.com,BUZAU,,Primarie
"SAGEATA",prim_sageata@yahoo.com,BUZAU,,Primarie
"SAHATENI",primariasahateni@yahoo.com,BUZAU,,Primarie
"SARULESTI",com_sarulesti@yahoo.com,BUZAU,,Primarie
"SCORTOASA",primariascortoasabz@yahoo.com,BUZAU,,Primarie
"SIRIU",primsiriu@artelecom.net,BUZAU,,Primarie
"TINTESTI",primariatintesti@yahoo.com,BUZAU,,Primarie
"TISAU",primtisau@artelecom.net,BUZAU,,Primarie
"TOPLICENI",topliceni01@yahoo.com,BUZAU,,Primarie
"ULMENI",primariaulmeni_buzau@yahoo.com,BUZAU,,Primarie
"UNGURIU",primariaunguriu@yahoo.co.uk,BUZAU,,Primarie
"VADU PASII",primaria.vadupasii@yahoo.com,BUZAU,,Primarie
"VALCELELE",primariavalcelele@yahoo.com,BUZAU,,Primarie
"VALEA RAMNICULUI",primariavalearamnicului@yahoo.com,BUZAU,,Primarie
"VALEA SALCIEI",primariavs@yahoo.com,BUZAU,,Primarie
"VERNESTI",primaria@primariavernesti.ro,BUZAU,,Primarie
"VINTILA VODA",prim_vintila_voda@yahoo.com,BUZAU,,Primarie
"VIPERESTI",primar_viperesti@yahoo.com,BUZAU,,Primarie
"ZARNESTI",primariazarnesti@yahoo.com,BUZAU,,Primarie
"ZIDURI",primaria_ziduri2008@yahoo.com,BUZAU,,Primarie
"CALARASI",calarasi@municipiu.ro,CALARASI,,Primarie Municipiu
"OLTENITA",secretariat.primariaoltenita@gmail.com,CALARASI,,Primarie Municipiu
"BUDESTI",primaria_budesti@clicknet.ro,CALARASI,,Primarie Oras
"FUNDULEA",primariafundulea@yahoo.com,CALARASI,,Primarie Oras
"LEHLIU GARA",consiliullocal@yahoo.com,CALARASI,,Primarie Oras
"ALEXANDRU ODOBESCU",primaria_alodobescu@yahoo.com,CALARASI,,Primarie
"BELCIUGATELE",primbelciugatele@yahoo.com,CALARASI,,Primarie
"BORCEA",primariaborcea@yahoo.co.uk,CALARASI,,Primarie
"CASCIOARELE",primariacascioarele2006@yahoo.com,CALARASI,,Primarie
"CHIRNOGI",prim_chirnogi@yahoo.com,CALARASI,,Primarie
"CHISELET",primariachiselet@clicknet.ro,CALARASI,,Primarie
"CIOCANESTI",primariaciocanesti@yahoo.com,CALARASI,,Primarie
"CRIVAT",primariacrivat@yahoo.com,CALARASI,,Primarie
"CURCANI",primariacurcani@clicknet.ro,CALARASI,,Primarie
"CUZA VODA",primaria_cuza_voda@yahoo.com,CALARASI,,Primarie
"DICHISENI",primariadichiseni@yahoo.com,CALARASI,,Primarie
"DOR MARUNT",primariadormarunt@yahoo.com,CALARASI,,Primarie
"DOROBANTU",primariadorobantu@yahoo.com,CALARASI,,Primarie
"DRAGALINA",pdragalina@gmail.com,CALARASI,,Primarie
"DRAGOS VODA",dragosvoda@dtc.ro,CALARASI,,Primarie
"FRASINET",primariafrasinet2008@yahoo.com,CALARASI,,Primarie
"FRUMUSANI",primaria_frumusani@yahoo.com,CALARASI,,Primarie
"FUNDENI",primariafundenicl@yahoo.com,CALARASI,,Primarie
"GALBINASI",primaria.galbinasi@yahoo.com,CALARASI,,Primarie
"GRADISTEA",primar@primariagradistea.ro,CALARASI,,Primarie
"GURBANESTI",primaria_gurbanesti@yahoo.com,CALARASI,,Primarie
"ILEANA",primariaileana@yahoo.com,CALARASI,,Primarie
"INDEPENDENTA",primarindependenta@yahoo.com,CALARASI,,Primarie
"JEGALIA",primariajegalia@yahoo.com,CALARASI,,Primarie
"LEHLIU",lehliusat@yahoo.com,CALARASI,,Primarie
"LUICA",primaria.luica@yahoo.com,CALARASI,,Primarie
"LUPSANU",primaria.lupsanu@yahoo.com,CALARASI,,Primarie
"MANASTIREA",manastirea_primaria@yahoo.com,CALARASI,,Primarie
"MITRENI",primariamitreni@yahoo.com,CALARASI,,Primarie
"MODELU",primaria_modelu@yahoo.com,CALARASI,,Primarie
"NANA",primarianana@yahoo.com,CALARASI,,Primarie
"NICOLAE BALCESCU",primarianicolaebalcescu@yahoo.com,CALARASI,,Primarie
"PERISORU",primariaperisoru11@yahoo.com,CALARASI,,Primarie
"PLATARESTI",platarestiprimaria@yahoo.com,CALARASI,,Primarie
"RADOVANU",primaria_radovanu@yahoo.com,CALARASI,,Primarie
"ROSETI",primariaroseti@yahoo.com,CALARASI,,Primarie
"SARULESTI",primaria_sarulesti@yahoo.com,CALARASI,,Primarie
"SOHATU",primariasohatu@hotmail.com,CALARASI,,Primarie
"SOLDANU",primariasoldanu@yahoo.com,CALARASI,,Primarie
"SPANTOV",primariaspantov@gmail.com,CALARASI,,Primarie
"STEFAN CEL MARE",primaria@primariastefan.ro,CALARASI,,Primarie
"TAMADAU MARE",primariatamadau@yahoo.com,CALARASI,,Primarie
"ULMENI",primaria_ulmeni@yahoo.com,CALARASI,,Primarie
"ULMU",primarie@ulmu.infoprimarie.ro,CALARASI,,Primarie
"UNIREA",primariaunireacalarasi@yahoo.com,CALARASI,,Primarie
"VALCELELE",primaria_vilcelele@yahoo.com,CALARASI,,Primarie
"VALEA ARGOVEI",primaria_valea_argovei@yahoo.com,CALARASI,,Primarie
"VASILATI",primariavasilati@yahoo.com,CALARASI,,Primarie
"VLAD TEPES",primariavladtepescl@yahoo.com,CALARASI,,Primarie
"RESITA",primar@primariaresita.ro,CARAS-SEVERIN,,Primarie Municipiu
"CARANSEBES",primaria.caransebes@gmail.com,CARAS-SEVERIN,,Primarie Municipiu
