Nume,Email,Judet,Telefon,Tip
"DOBROSLOVENI",primar@dobrosloveni.ro,JUDETUL OLT,,Primarie
"FITIONESTI",primar@fitionesti.ro,JUDETUL VRANCEA,,Primarie
"HUNEDOARA",primar@mail.primariahd.ro,JUDETUL HUNEDOARA,,Primarie
"NITCHIDORF",primar@nitchidorf.ro,JUDETUL TIMIS,,Primarie
"POPESTI LEORDENI",primar@ppl.ro,JUDETUL ILFOV,,Primarie
"COMANA",primar@primaria-comana.ro,JUDETUL CONSTANTA,,Primarie
"DENTA",primar@primaria-denta.ro,JUDETUL TIMIS,,Primarie
"GIURGIU",primar@primaria-giurgiu.ro,JUDETUL GIURGIU,,Primarie
"LISA",primar@primaria-lisa.ro,JUDETUL BRASOV,,Primarie
"MIRCEA VODA",primar@primaria-mirceavoda.ro,JUDETUL CONSTANTA,,Primarie
"PREDEAL",primar@primaria-predeal.ro,JUDETUL BRASOV,,Primarie
"BOBALNA",primar@primariabobilna.ro,JUDETUL CLUJ,,Primarie
"BUCHIN",primar@primariabuchin.ro,JUDETUL CARAS-SEVERIN,,Primarie
"BUCOSNITA",primar@primariabucosnita.ro,JUDETUL CARAS-SEVERIN,,Primarie
"BULZESTII DE SUS",primar@primariabulzesti.ro,JUDETUL HUNEDOARA,,Primarie
"CALARASI",primar@primariacalarasibt.ro,JUDETUL BOTOSANI,,Primarie
"CALATELE",primar@primariacalatele.ro,JUDETUL CLUJ,,Primarie
"CHITILA",primar@primariachitila.ro,JUDETUL ILFOV,,Primarie
"COJASCA",primar@primariacojasca.ro,JUDETUL DAMBOVITA,,Primarie
"LUNCA MURESULUI",primar@primariacomuneiluncamuresului.ro,JUDETUL ALBA,,Primarie
"CORONINI",primar@primariacoronini.ro,JUDETUL CARAS-SEVERIN,,Primarie
"DESESTI",primar@primariadesesti.ro,JUDETUL MARAMURES,,Primarie
"DEVA",primar@primariadeva.ro,JUDETUL HUNEDOARA,,Primarie
"DOROLT",primar@primariadorolt.ro,JUDETUL SATU MARE,,Primarie
"GEACA",primar@primariageaca.ro,JUDETUL CLUJ,,Primarie
"GHERTA MICA",primar@primariaghertamica.ro,JUDETUL SATU MARE,,Primarie
"GRADISTEA",primar@primariagradistea.ro,JUDETUL CALARASI,,Primarie
"GRAJDURI",primar@primariagrajduri.ro,JUDETUL IASI,,Primarie
"HUEDIN",primar@primariahuedin.ro,JUDETUL CLUJ,,Primarie
"HUREZANI",primar@primariahurezani.ro,JUDETUL GORJ,,Primarie
"HUSI",primar@primariahusi.ro,JUDETUL VASLUI,,Primarie
"LAPUGIU DE JOS",primar@primarialapugiudejos.ro,JUDETUL HUNEDOARA,,Primarie
"MEHADIA",primar@primariamehadia.ro,JUDETUL CARAS-SEVERIN,,Primarie
"MOCIU",primar@primariamociu.ro,JUDETUL CLUJ,,Primarie
"MOIECIU",primar@primariamoieciu.ro,JUDETUL BRASOV,,Primarie
"OCNA MURES",primar@primariaocnamures.ro,JUDETUL ALBA,,Primarie
"OSICA DE SUS",primar@primariaosicadesus.ro,JUDETUL OLT,,Primarie
"RESITA",primar@primariaresita.ro,JUDETUL CARAS-SEVERIN,,Primarie
"ROSCANI",primar@primariaroscani.ro,JUDETUL IASI,,Primarie
"SCANTEIA",primar@primariascinteia.ro,JUDETUL IASI,,Primarie
"SINGURENI",primar@primariasingurenigr.ro,JUDETUL GIURGIU,,Primarie
"SANPAUL",primar@primariasinpaul.ro,JUDETUL CLUJ,,Primarie
"TARNOVA",primar@primariatirnovacs.ro,JUDETUL CARAS-SEVERIN,,Primarie
"TOMNATIC",primar@primariatomnatic.ro,JUDETUL TIMIS,,Primarie
"RIBITA",primar@ribita.ro,JUDETUL HUNEDOARA,,Primarie
"RUSCOVA",primar@ruscova.ro,JUDETUL MARAMURES,,Primarie
"SCARISOARA",primar@scarisoara.ro,JUDETUL ALBA,,Primarie
"SIHLEA",primar@sihlea.primarievrancea.ro,JUDETUL VRANCEA,,Primarie
"VALEA DANULUI",primar@valeadanului.cjarges.ro,JUDETUL ARGES,,Primarie
"VARTESCOIU",primar@virtescoiu.ro,JUDETUL VRANCEA,,Primarie
"FLORESTI",primar@yahoo.com,JUDETUL CLUJ,,Primarie
"BISTRA",primar_bistra@yahoo.com,JUDETUL ALBA,,Primarie
"GHERLA",primar_gherla@yahoo.com,JUDETUL CLUJ,,Primarie
"LUNGESTI",primar_lungesti@yahoo.com,JUDETUL VALCEA,,Primarie
"VIPERESTI",primar_viperesti@yahoo.com,JUDETUL BUZAU,,Primarie
"BUDESTI",primarbudesti@clicknet.ro,JUDETUL VALCEA,,Primarie
"CASEIU",primarcaseiu@yahoo.com,JUDETUL CLUJ,,Primarie
"CERVENIA",primarcervenia@yahoo.com,JUDETUL TELEORMAN,,Primarie
"IEUD",primardavid@yahoo.com,JUDETUL MARAMURES,,Primarie
"HARAU",primarharau@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"CAVADINESTI",primaria-cavadinesti@hotmail.com,JUDETUL GALATI,,Primarie
"SIRETEL",primaria-siretel@siretel.ro,JUDETUL IASI,,Primarie
"VOLUNTARI",primaria-voluntari@primaria-voluntari.ro,JUDETUL ILFOV,,Primarie
"ABRAM",primaria.abram@cjbihor.ro,JUDETUL BIHOR,,Primarie
"ABRAMUT",primaria.abramut@cjbihor.ro,JUDETUL BIHOR,,Primarie
"ALBESTI",primaria.albesti@yahoo.com,JUDETUL BOTOSANI,,Primarie
"ALESD",primaria.alesd@cjbihor.ro,JUDETUL BIHOR,,Primarie
"ALTINA",primaria.altana@yahoo.com,JUDETUL SIBIU,,Primarie
"ANDRASESTI",primaria.andrasesti.il@gmail.com,JUDETUL IALOMITA,,Primarie
"APA",primaria.apa@gmail.com,JUDETUL SATU MARE,,Primarie
"ARDUD",primaria.ardud@yahoo.com,JUDETUL SATU MARE,,Primarie
"AREFU",primaria.arefu@yahoo.com,JUDETUL ARGES,,Primarie
"ARSURA",primaria.arsura@yahoo.com,JUDETUL VASLUI,,Primarie
"ASTILEU",primaria.astileu@cjbihor.ro,JUDETUL BIHOR,,Primarie
"ASUAJU DE SUS",primaria.asuaj@yahoo.com,JUDETUL MARAMURES,,Primarie
"AUSEU",primaria.auseu@cjbihor.ro,JUDETUL BIHOR,,Primarie
"AVRAM IANCU",primaria.avramiancu@cjbihor.ro,JUDETUL BIHOR,,Primarie
"BABENI",primaria.babeni@yahoo.com,JUDETUL SALAJ,,Primarie
"BACESTI",primaria.bacesti@yahoo.com,JUDETUL VASLUI,,Primarie
"BAIA DE CRIS",primaria.baia@clicknet.ro,JUDETUL HUNEDOARA,,Primarie
"BALC",primaria.balc@cjbihor.ro,JUDETUL BIHOR,,Primarie
"BALDOVINESTI",primaria.baldovinesti@gmail.com,JUDETUL OLT,,Primarie
"BALSA",primaria.balsa@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"BARA",primaria.bara@yahoo.com,JUDETUL TIMIS,,Primarie
"BARCANI",primaria.barcani@yahoo.com,JUDETUL COVASNA,,Primarie
"BARNA",primaria.barna@cjtimis.ro,JUDETUL TIMIS,,Primarie
"BAUTAR",primaria.bautar@googlemail.com,JUDETUL CARAS-SEVERIN,,Primarie
"BEIUS",primaria.beius@cjbihor.ro,JUDETUL BIHOR,,Primarie
"BELTIUG",primaria.beltiug@yahoo.com,JUDETUL SATU MARE,,Primarie
"BERZOVIA",primaria.berzovia@yahoo.com,JUDETUL CARAS-SEVERIN,,Primarie
"BESTEPE",primaria.bestepe@yahoo.com,JUDETUL TULCEA,,Primarie
"BILCIURESTI",primaria.bilciuresti@gmail.com,JUDETUL DAMBOVITA,,Primarie
"BIRDA",primaria.birda@cjtimis.ro,JUDETUL TIMIS,,Primarie
"BARZA",primaria.birza@yahoo.com,JUDETUL OLT,,Primarie
"BOIANU MARE",primaria.boianumare@cjbihor.ro,JUDETUL BIHOR,,Primarie
"BOLDU",primaria.boldu@clicknet.ro,JUDETUL BUZAU,,Primarie
"BOLVASNITA",primaria.bolvasnita@gmail.com,JUDETUL CARAS-SEVERIN,,Primarie
"BORDEI VERDE",primaria.bordeiverde@yahoo.com,JUDETUL BRAILA,,Primarie
"BORS",primaria.bors@cjbihor.ro,JUDETUL BIHOR,,Primarie
"BOTOROAGA",primaria.botoroaga@yahoo.com,JUDETUL TELEORMAN,,Primarie
"BRANESTI",primaria.branesti@yahoo.com,JUDETUL DAMBOVITA,,Primarie
"BRANISTEA",primaria.branistea@yahoo.com,JUDETUL DAMBOVITA,,Primarie
"BRATCA",primaria.bratca@cjbihor.ro,JUDETUL BIHOR,,Primarie
"BRANCENI",primaria.brinceni@yahoo.com,JUDETUL TELEORMAN,,Primarie
"BRUSTURI",primaria.brusturi@cjbihor.ro,JUDETUL BIHOR,,Primarie
"BUCECEA",primaria.bucecea@yahoo.com,JUDETUL BOTOSANI,,Primarie
"BUCIUM",primaria.bucium@yahoo.com,JUDETUL ALBA,,Primarie
"BUCIUMI",primaria.buciumi@samtv.ro,JUDETUL SALAJ,,Primarie
"BUCOVAT",primaria.bucovat.tm@gmail.com,JUDETUL TIMIS,,Primarie
"BUCSANI",primaria.bucsani@gmail.com,JUDETUL DAMBOVITA,,Primarie
"BUDUREASA",primaria.budureasa@cjbihor.ro,JUDETUL BIHOR,,Primarie
"BUDUSLAU",primaria.buduslau@cjbihor.ro,JUDETUL BIHOR,,Primarie
"BULZ",primaria.bulz@cjbihor.ro,JUDETUL BIHOR,,Primarie
"BUNTESTI",primaria.buntesti@cjbihor.ro,JUDETUL BIHOR,,Primarie
"BUZESCU",primaria.buzescu@gmail.com,JUDETUL TELEORMAN,,Primarie
"CABESTI",primaria.cabesti@cjbihor.ro,JUDETUL BIHOR,,Primarie
"CALUGARENI",primaria.calugareni@yahoo.com,JUDETUL PRAHOVA,,Primarie
"CALVINI",primaria.calvini@yahoo.com,JUDETUL BUZAU,,Primarie
"CAMPINEANCA",primaria.campineanca@yahoo.com,JUDETUL VRANCEA,,Primarie
"CAPALNA",primaria.capilna@cjbihor.ro,JUDETUL BIHOR,,Primarie
"CARANSEBES",primaria.caransebes@gmail.com,JUDETUL CARAS-SEVERIN,,Primarie
"CARASOVA",primaria.carasova@yahoo.com,JUDETUL CARAS-SEVERIN,,Primarie
"CARPINET",primaria.carpinet@cjbihor.ro,JUDETUL BIHOR,,Primarie
"CARTA",primaria.carta@gmail.com,JUDETUL SIBIU,,Primarie
"CATINA",primaria.catina@yahoo.com,JUDETUL BUZAU,,Primarie
"CEFA",primaria.cefa@cjbihor.ro,JUDETUL BIHOR,,Primarie
"CEHAL",primaria.cehal@yahoo.com,JUDETUL SATU MARE,,Primarie
"CEICA",primaria.ceica@cjbihor.ro,JUDETUL BIHOR,,Primarie
"CENEI",primaria.cenei@cjtimis.ro,JUDETUL TIMIS,,Primarie
"CETARIU",primaria.cetariu@cjbihor.ro,JUDETUL BIHOR,,Primarie
"CHECEA",primaria.checea@cjtimis.ro,JUDETUL TIMIS,,Primarie
"CHERECHIU",primaria.cherechiu@cjbihor.ro,JUDETUL BIHOR,,Primarie
"CHEVERESU MARE",primaria.cheveresumare@yahoo.com,JUDETUL TIMIS,,Primarie
"CHISLAZ",primaria.chislaz@cjbihor.ro,JUDETUL BIHOR,,Primarie
"CIOLPANI",primaria.ciolpani@gmail.com,JUDETUL ILFOV,,Primarie
"CIORTESTI",primaria.ciortesti@yahoo.com,JUDETUL IASI,,Primarie
"CIUHOI",primaria.ciuhoi@cjbihor.ro,JUDETUL BIHOR,,Primarie
"COCIUBA MARE",primaria.cociubamare@cjbihor.ro,JUDETUL BIHOR,,Primarie
"COLCEAG",primaria.colceag@yahoo.com,JUDETUL PRAHOVA,,Primarie
"COLONESTI",primaria.colonesti@yahoo.com,JUDETUL OLT,,Primarie
"COPACEL",primaria.copacel@cjbihor.ro,JUDETUL BIHOR,,Primarie
"CORNEREVA",primaria.cornereva@yahoo.com,JUDETUL CARAS-SEVERIN,,Primarie
"COSAMBESTI",primaria.cosimbesti@yahoo.com,JUDETUL IALOMITA,,Primarie
"COSMESTI",primaria.cosmesti@gmail.com,JUDETUL GALATI,,Primarie
"COSTEIU",primaria.costeiu@yahoo.com,JUDETUL TIMIS,,Primarie
"CRICIOVA",primaria.criciova@cjtimis.ro,JUDETUL TIMIS,,Primarie
"CRANGENI",primaria.cringeni@yahoo.com,JUDETUL TELEORMAN,,Primarie
"CRISENI",primaria.criseni@gmail.com,JUDETUL SALAJ,,Primarie
"CRISTESTI",primaria.cristesti.iasi@gmail.com,JUDETUL IASI,,Primarie
"CULCIU",primaria.culciu@yahoo.com,JUDETUL SATU MARE,,Primarie
"CURATELE",primaria.curatele@cjbihor.ro,JUDETUL BIHOR,,Primarie
"CURTESTI",primaria.curtesti@yahoo.com,JUDETUL BOTOSANI,,Primarie
"CURTUISENI",primaria.curtuiseni@cjbihor.ro,JUDETUL BIHOR,,Primarie
"DAMIENESTI",primaria.damienesti@yahoo.com,JUDETUL BACAU,,Primarie
"DARLOS",primaria.darlos@sibiu.stslink.ro,JUDETUL SIBIU,,Primarie
"DARMANESTI",primaria.darmanesti@yahoo.com,JUDETUL DAMBOVITA,,Primarie
"DIOSIG",primaria.diosig@cjbihor.ro,JUDETUL BIHOR,,Primarie
"DOBROTEASA",primaria.dobroteasa@gmail.com,JUDETUL OLT,,Primarie
"DOROBANTI",primaria.dorobanti@gmail.com,JUDETUL ARAD,,Primarie
"DRAGANESTI",primaria.draganesti@cjbihor.ro,JUDETUL BIHOR,,Primarie
"DRAGESTI",primaria.dragesti@cjbihor.ro,JUDETUL BIHOR,,Primarie
"DRAGOMIRESTI",primaria.dragomiresti@yahoo.com,JUDETUL MARAMURES,,Primarie
"DRAGUSENI",primaria.draguseni@yahoo.com,JUDETUL SUCEAVA,,Primarie
"DRAGUTESTI",primaria.dragutesti@yahoo.com,JUDETUL GORJ,,Primarie
"DUMBRAVA",primaria.dumbrava@yahoo.com,JUDETUL MEHEDINTI,,Primarie
"DUMBRAVITA",primaria.dumbravita@yahoo.com,JUDETUL BRASOV,,Primarie
"EZERIS",primaria.ezeris@yahoo.com,JUDETUL CARAS-SEVERIN,,Primarie
"FANTINELE",primaria.fatanele@yahoo.com,JUDETUL ARAD,,Primarie
"FINIS",primaria.finis@cjbihor.ro,JUDETUL BIHOR,,Primarie
"FANTANELE",primaria.fintinele@yahoo.com,JUDETUL SUCEAVA,,Primarie
"FLORICA",primaria.florica@yahoo.com,JUDETUL BUZAU,,Primarie
"FRATESTI",primaria.fratesti@gmail.com,JUDETUL GIURGIU,,Primarie
"FUNDENI",primaria.fundeni@yahoo.com,JUDETUL GALATI,,Primarie
"GALBINASI",primaria.galbinasi@yahoo.com,JUDETUL CALARASI,,Primarie
"GARBAU",primaria.garbau@yahoo.com,JUDETUL CLUJ,,Primarie
"BREBU NOU",primaria.garina@yahoo.com,JUDETUL CARAS-SEVERIN,,Primarie
"GAUJANI",primaria.gaujani@yahoo.com,JUDETUL GIURGIU,,Primarie
"GEPIU",primaria.gepiu@yahoo.com,JUDETUL BIHOR,,Primarie
"GHERAESTI",primaria.gheraesti@gmail.com,JUDETUL NEAMT,,Primarie
"GHERGHEASA",primaria.ghergheasa@yahoo.com,JUDETUL BUZAU,,Primarie
"GIARMATA",primaria.giarmata@yahoo.com,JUDETUL TIMIS,,Primarie
"GIRISU DE CRIS",primaria.girisudecris@cjbihor.ro,JUDETUL BIHOR,,Primarie
"GARLENI",primaria.girleni@yahoo.com,JUDETUL BACAU,,Primarie
"GIUVARASTI",primaria.giuvarasti@yahoo.com,JUDETUL OLT,,Primarie
"GLIMBOCA",primaria.glimboca@gmail.com,JUDETUL CARAS-SEVERIN,,Primarie
"GLODEANU SARAT",primaria.glodeanusarat@gmail.com,JUDETUL BUZAU,,Primarie
"GOGOSARI",primaria.gogosari@yahoo.com,JUDETUL GIURGIU,,Primarie
"GOTTLOB",primaria.gottlob@cjtimis.ro,JUDETUL TIMIS,,Primarie
"GRINDU",primaria.grindu@yahoo.com,JUDETUL TULCEA,,Primarie
"GRIVITA",primaria.grivita@ambasador-tv.ro,JUDETUL GALATI,,Primarie
"HANESTI",primaria.hanesti@gmail.com,JUDETUL BOTOSANI,,Primarie
"HATEG",primaria.hateg@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"HIDISELU DE SUS",primaria.hidiseludesus@cjbihor.ro,JUDETUL BIHOR,,Primarie
"HLIPICENI",primaria.hlipiceni@yahoo.com,JUDETUL BOTOSANI,,Primarie
"HOLOD",primaria.holod@cjbihor.ro,JUDETUL BIHOR,,Primarie
"HORGESTI",primaria.horgesti@yahoo.com,JUDETUL BACAU,,Primarie
"HULUBESTI",primaria.hulubesti@yahoo.com,JUDETUL DAMBOVITA,,Primarie
"HUSASAU DE TINCA",primaria.husasaudetinca@cjbihor.ro,JUDETUL BIHOR,,Primarie
"IANCA",primaria.ianca@yahoo.com,JUDETUL BRAILA,,Primarie
"ICLOD",primaria.iclod@yahoo.com,JUDETUL CLUJ,,Primarie
"IEDERA",primaria.iedera@yahoo.com,JUDETUL DAMBOVITA,,Primarie
"IGNESTI",primaria.ignesti@yahoo.com,JUDETUL ARAD,,Primarie
"ILIA",primaria.ilia@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"ILVA MARE",primaria.ilvam@yahoo.com,JUDETUL BISTRITA-NASAUD,,Primarie
"IVESTI",primaria.ivesti@galati.astral.ro,JUDETUL GALATI,,Primarie
"JEBEL",primaria.jebel@cjtimis.ro,JUDETUL TIMIS,,Primarie
"LAPOS",primaria.lapos@yahoo.com,JUDETUL PRAHOVA,,Primarie
"LAZAREA",primaria.lazarea@yahoo.com,JUDETUL HARGHITA,,Primarie
"LAZARENI",primaria.lazareni@cjbihor.ro,JUDETUL BIHOR,,Primarie
"LAZURI DE BEIUS",primaria.lazuridebeius@cjbihor.ro,JUDETUL BIHOR,,Primarie
"LECHINTA",primaria.lechinta@yahoo.com,JUDETUL BISTRITA-NASAUD,,Primarie
"LELESTI",primaria.lelesti@yahoo.com,JUDETUL GORJ,,Primarie
"LOPADEA NOUA",primaria.lopadeanoua@yahoo.com,JUDETUL ALBA,,Primarie
"LUGASU DE JOS",primaria.lugasudejos@cjbihor.ro,JUDETUL BIHOR,,Primarie
"LUICA",primaria.luica@yahoo.com,JUDETUL CALARASI,,Primarie
"LUNCA ILVEI",primaria.luncailvei@yahoo.com,JUDETUL BISTRITA-NASAUD,,Primarie
"LUPSANU",primaria.lupsanu@yahoo.com,JUDETUL CALARASI,,Primarie
"MACEA",primaria.macea@gmail.com,JUDETUL ARAD,,Primarie
"MADARAS",primaria.madaras@cjbihor.ro,JUDETUL BIHOR,,Primarie
"MADULARI",primaria.madulari@yahoo.com,JUDETUL VALCEA,,Primarie
"MAGESTI",primaria.magesti@cjbihor.ro,JUDETUL BIHOR,,Primarie
"MALIUC",primaria.maliuc@yahoo.com,JUDETUL TULCEA,,Primarie
"MALU CU FLORI",primaria.malu@yahoo.com,JUDETUL DAMBOVITA,,Primarie
"MANESTI",primaria.manesti@yahoo.com,JUDETUL PRAHOVA,,Primarie
"MARGA",primaria.marga@gmail.com,JUDETUL CARAS-SEVERIN,,Primarie
"MATEESTI",primaria.mateesti@yahoo.com,JUDETUL VALCEA,,Primarie
"MERENI",primaria.mereni@gmail.com,JUDETUL TELEORMAN,,Primarie
"MERENI",primaria.mereni@yahoo.com,JUDETUL CONSTANTA,,Primarie
"MILISAUTI",primaria.milisauti@gmail.com,JUDETUL SUCEAVA,,Primarie
"MINTIU GHERLII",primaria.mintiu.gherlii@personal.ro,JUDETUL CLUJ,,Primarie
"MIRASLAU",primaria.miraslau@yahoo.com,JUDETUL ALBA,,Primarie
"MIRCEA VODA",primaria.mirceavoda@yahoo.com,JUDETUL BRAILA,,Primarie
"MIRSID",primaria.mirsid@samtv.ro,JUDETUL SALAJ,,Primarie
"MOLDOVITA",primaria.moldovita@yahoo.com,JUDETUL SUCEAVA,,Primarie
"MONOR",primaria.monor@yahoo.com,JUDETUL BISTRITA-NASAUD,,Primarie
"NECSESTI",primaria.necsesti@yahoo.com,JUDETUL TELEORMAN,,Primarie
"NEGRILESTI",primaria.negrilesti@yahoo.com,JUDETUL VRANCEA,,Primarie
"NOJORID",primaria.nojorid@cjbihor.ro,JUDETUL BIHOR,,Primarie
"NUCET",primaria.nucet@cjbihor.ro,JUDETUL BIHOR,,Primarie
"OLCEA",primaria.olcea@cjbihor.ro,JUDETUL BIHOR,,Primarie
"ORTISOARA",primaria.ortisoara@cjtimis.ro,JUDETUL TIMIS,,Primarie
"OSORHEI",primaria.osorhei@cjbihor.ro,JUDETUL BIHOR,,Primarie
"PADURENI",primaria.padureni@cjtimis.ro,JUDETUL TIMIS,,Primarie
"PANATAU",primaria.panatau@yahoo.com,JUDETUL BUZAU,,Primarie
"PANCIU",primaria.panciu@vrancea.info,JUDETUL VRANCEA,,Primarie
"PARAU",primaria.parau@gmail.com,JUDETUL BRASOV,,Primarie
"PARINCEA",primaria.parincea@yahoo.com,JUDETUL BACAU,,Primarie
"PATARLAGELE",primaria.patarlagele@yahoo.com,JUDETUL BUZAU,,Primarie
"PECHEA",primaria.pechea@yahoo.com,JUDETUL GALATI,,Primarie
"PERETU",primaria.peretu@yahoo.com,JUDETUL TELEORMAN,,Primarie
"PETROSANI",primaria.petrosani@upcmail.ro,JUDETUL HUNEDOARA,,Primarie
"PIETROASA",primaria.pietroasa@cjbihor.ro,JUDETUL BIHOR,,Primarie
"PIETROSANI",primaria.pietrosani@yahoo.com,JUDETUL TELEORMAN,,Primarie
"PIPIRIG",primaria.pipirig@yahoo.com,JUDETUL NEAMT,,Primarie
"POIANA LACULUI",primaria.placului@yahoo.com,JUDETUL ARGES,,Primarie
"PODENII NOI",primaria.podeniinoi@gmail.com,JUDETUL PRAHOVA,,Primarie
"PREJMER",primaria.prejmer@yahoo.com,JUDETUL BRASOV,,Primarie
"PRODULESTI",primaria.produlesti@yahoo.com,JUDETUL DAMBOVITA,,Primarie
"RABAGANI",primaria.rabagani@cjbihor.ro,JUDETUL BIHOR,,Primarie
"RACHITI",primaria.rachiti@gmail.com,JUDETUL BOTOSANI,,Primarie
"RACHITOASA",primaria.rachitoasa@yahoo.com,JUDETUL BACAU,,Primarie
"RACOS",primaria.racos@yahoo.com,JUDETUL BRASOV,,Primarie
"RACOVITA",primaria.racovita@cjtimis.ro,JUDETUL TIMIS,,Primarie
"RACOVITA",primaria.racovita@yahoo.com,JUDETUL BRAILA,,Primarie
"RASINARI",primaria.rasinari@yahoo.com,JUDETUL SIBIU,,Primarie
"REDIU",primaria.rediu@yahoo.com,JUDETUL GALATI,,Primarie
"REMETEA MARE",primaria.remetea_mare@cjtimis.ro,JUDETUL TIMIS,,Primarie
"RIPICENI",primaria.ripiceni@yahoo.com,JUDETUL BOTOSANI,,Primarie
"ROCIU",primaria.rociu@yahoo.com,JUDETUL ARGES,,Primarie
"ROSIA",primaria.rosia_sibiu@yahoo.com,JUDETUL SIBIU,,Primarie
"ROSIORI",primaria.rosiori@cjbihor.ro,JUDETUL BIHOR,,Primarie
"SACADAT",primaria.sacadat@cjbihor.ro,JUDETUL BIHOR,,Primarie
"SACUENI",primaria.sacueni@cjbihor.ro,JUDETUL BIHOR,,Primarie
"SAG",primaria.sag@cjtimis.ro,JUDETUL TIMIS,,Primarie
"SALACEA",primaria.salacea@cjbihor.ro,JUDETUL BIHOR,,Primarie
"SALARD",primaria.salard@cjbihor.ro,JUDETUL BIHOR,,Primarie
"SANDULESTI",primaria.sandulesti@yahoo.com,JUDETUL CLUJ,,Primarie
"SANNICOLAU ROMAN",primaria.sanicolauroman@cjbihor.ro,JUDETUL BIHOR,,Primarie
"SANMARTIN",primaria.sanmartin@cjbihor.ro,JUDETUL BIHOR,,Primarie
"SANPETRU MARE",primaria.sanpetru_mare@cjtimis.ro,JUDETUL TIMIS,,Primarie
"SANTANDREI",primaria.santandrei@cjbihor.ro,JUDETUL BIHOR,,Primarie
"SANZIENI",primaria.sanzieni@polyp.ro,JUDETUL COVASNA,,Primarie
"SARATENI",primaria.sarateni.il@teletehnic.ro,JUDETUL IALOMITA,,Primarie
"SARAVALE",primaria.saravale@cjtimis.ro,JUDETUL TIMIS,,Primarie
"SCHEIA",primaria.scheia@yahoo.com,JUDETUL IASI,,Primarie
"SCHELA",primaria.schela@yahoo.com,JUDETUL GORJ,,Primarie
"SEICA MICA",primaria.seicamica@sibiu.stslink.ro,JUDETUL SIBIU,,Primarie
"SELARU",primaria.selarudb@gmail.com,JUDETUL DAMBOVITA,,Primarie
"SIBOT",primaria.sibot@yahoo.com,JUDETUL ALBA,,Primarie
"SILISTEA",primaria.silistea@yahoo.com,JUDETUL TELEORMAN,,Primarie
"SIMIAN",primaria.simian@cjbihor.ro,JUDETUL BIHOR,,Primarie
"SIMINICEA",primaria.siminicea@yahoo.com,JUDETUL SUCEAVA,,Primarie
"SINTEU",primaria.sinteu@cjbihor.ro,JUDETUL BIHOR,,Primarie
"SIRINEASA",primaria.sirineasa@yahoo.com,JUDETUL VALCEA,,Primarie
"SOIMI",primaria.soimi@cjbihor.ro,JUDETUL BIHOR,,Primarie
"SOMCUTA MARE",primaria.somcutamare@gmail.com,JUDETUL MARAMURES,,Primarie
"SOMOVA",primaria.somova@yahoo.com,JUDETUL TULCEA,,Primarie
"STEI",primaria.stei@cjbihor.ro,JUDETUL BIHOR,,Primarie
"STEJARU",primaria.stejaru@yahoo.com,JUDETUL TELEORMAN,,Primarie
"STIUCA",primaria.stiuca@cjtimis.ro,JUDETUL TIMIS,,Primarie
"STOENESTI",primaria.stoenesti@yahoo.com,JUDETUL VALCEA,,Primarie
"STRUGARI",primaria.strugari@yahoo.com,JUDETUL BACAU,,Primarie
"SUNCUIUS",primaria.suncuius@cjbihor.ro,JUDETUL BIHOR,,Primarie
"SUPLACU DE BARCAU",primaria.suplacudebarcau@cjbihor.ro,JUDETUL BIHOR,,Primarie
"SURAIA",primaria.suraia@yahoo.com,JUDETUL VRANCEA,,Primarie
"TARCAIA",primaria.tarcaia@cjbihor.ro,JUDETUL BIHOR,,Primarie
"TARCEA",primaria.tarcea@cjbihor.ro,JUDETUL BIHOR,,Primarie
"TARGU JIU",primaria.targujiu@xnet.ro,JUDETUL GORJ,,Primarie
"TEISANI",primaria.teisani@yahoo.com,JUDETUL PRAHOVA,,Primarie
"TEREMIA MARE",primaria.teremia_mare@cjtimis.ro,JUDETUL TIMIS,,Primarie
"TETCHEA",primaria.tetchea@cjbihor.ro,JUDETUL BIHOR,,Primarie
"TINCA",primaria.tinca@cjbihor.ro,JUDETUL BIHOR,,Primarie
"TOMESTI",primaria.tomesti@yahoo.com,JUDETUL TIMIS,,Primarie
"TOTESTI",primaria.totesti@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"TRITENII DE JOS",primaria.triteniidejos@yahoo.com,JUDETUL CLUJ,,Primarie
"TULCA",primaria.tulca@cjbihor.ro,JUDETUL BIHOR,,Primarie
"TUDOR VLADIMIRESCU",primaria.tvladimirescu@ambasador-tv.ro,JUDETUL GALATI,,Primarie
"UILEACU DE BEIUS",primaria.uileacudebeius@cjbihor.ro,JUDETUL BIHOR,,Primarie
"ULMI",primaria.ulmi@yahoo.com,JUDETUL DAMBOVITA,,Primarie
"UNGURENI",primaria.ungureni@yahoo.com,JUDETUL BOTOSANI,,Primarie
"VADU CRISULUI",primaria.vaducrisului@cjbihor.ro,JUDETUL BIHOR,,Primarie
"VADU PASII",primaria.vadupasii@yahoo.com,JUDETUL BUZAU,,Primarie
"VAIDEENI",primaria.vaideeni@yahoo.com,JUDETUL VALCEA,,Primarie
"VALEA LUI MIHAI",primaria.valealuimihai@cjbihor.ro,JUDETUL BIHOR,,Primarie
