Nume,Email,Judet,Telefon,Tip
FRASINET,primariafrasinet2008@yahoo.com,Calarasi,,Primarie Comuna
FRUMUSANI,primaria_frumusani@yahoo.com,Calarasi,,Primarie Comuna
FUNDENI,primariafundenicl@yahoo.com,Calarasi,,Primarie Comuna
GALBINASI,primaria.galbinasi@yahoo.com,Calarasi,,Primarie Comuna
GRADISTEA,primar@primariagradistea.ro,Calarasi,,Primarie Comuna
GURBANESTI,primaria_gurbanesti@yahoo.com,Calarasi,,Primarie Comuna
ILEANA,primariaileana@yahoo.com,Calarasi,,Primarie Comuna
INDEPENDENTA,primarindependenta@yahoo.com,Calarasi,,Primarie Comuna
JEGALIA,primariajegalia@yahoo.com,Calarasi,,Primarie Comuna
LEHLIU,lehliusat@yahoo.com,Calarasi,,Primarie Comuna
LUICA,primaria.luica@yahoo.com,Calarasi,,Primarie Comuna
LUPSANU,primaria.lupsanu@yahoo.com,Calarasi,,Primarie Comuna
MANASTIREA,manastirea_primaria@yahoo.com,Calarasi,,Primarie Comuna
MITRENI,primariamitreni@yahoo.com,Calarasi,,Primarie Comuna
MODELU,primaria_modelu@yahoo.com,Calarasi,,Primarie Comuna
NANA,primarianana@yahoo.com,Calarasi,,Primarie Comuna
NICOLAE BALCESCU,primarianicolaebalcescu@yahoo.com,Calarasi,,Primarie Comuna
PERISORU,primariaperisoru11@yahoo.com,Calarasi,,Primarie Comuna
PLATARESTI,platarestiprimaria@yahoo.com,Calarasi,,Primarie Comuna
RADOVANU,primaria_radovanu@yahoo.com,Calarasi,,Primarie Comuna
ROSETI,primariaroseti@yahoo.com,Calarasi,,Primarie Comuna
SARULESTI,primaria_sarulesti@yahoo.com,Calarasi,,Primarie Comuna
SOHATU,primariasohatu@hotmail.com,Calarasi,,Primarie Comuna
SOLDANU,primariasoldanu@yahoo.com,Calarasi,,Primarie Comuna
SPANTOV,primariaspantov@gmail.com,Calarasi,,Primarie Comuna
STEFAN CEL MARE,primaria@primariastefan.ro,Calarasi,,Primarie Comuna
TAMADAU MARE,primariatamadau@yahoo.com,Calarasi,,Primarie Comuna
ULMENI,primaria_ulmeni@yahoo.com,Calarasi,,Primarie Comuna
ULMU,primarie@ulmu.infoprimarie.ro,Calarasi,,Primarie Comuna
UNIREA,primariaunireacalarasi@yahoo.com,Calarasi,,Primarie Comuna
VALCELELE,primaria_vilcelele@yahoo.com,Calarasi,,Primarie Comuna
VALEA ARGOVEI,primaria_valea_argovei@yahoo.com,Calarasi,,Primarie Comuna
VASILATI,primariavasilati@yahoo.com,Calarasi,,Primarie Comuna
VLAD TEPES,primariavladtepescl@yahoo.com,Calarasi,,Primarie Comuna
MUNICIPIUL RESITA,primar@primariaresita.ro,Caras-Severin,,Primarie Municipiu
MUNICIPIUL CARANSEBES,primaria.caransebes@gmail.com,Caras-Severin,,Primarie Municipiu
ORAS ANINA,primar@anina.ro,Caras-Severin,,Primarie Oras
ORAS BAILE HERCULANE,primbh@yahoo.com,Caras-Severin,,Primarie Oras
ORAS BOCSA,primariabocsa@yahoo.com,Caras-Severin,,Primarie Oras
ORAS MOLDOVA NOUA,primaria@pmn.ro,Caras-Severin,,Primarie Oras
ORAS ORAVITA,oravitaprimarie@gmail.com,Caras-Severin,,Primarie Oras
ORAS OTELU ROSU,primaria_otelurosu@yahoo.com,Caras-Severin,,Primarie Oras
ARMENIS,primaria_armenis@yahoo.com,Caras-Severin,,Primarie Comuna
BANIA,pavel.ban@cs.ro,Caras-Severin,,Primarie Comuna
BAUTAR,primaria.bautar@googlemail.com,Caras-Severin,,Primarie Comuna
BERLISTE,primaria_berliste@yahoo.com,Caras-Severin,,Primarie Comuna
BERZASCA,berzeasca_cs@yahoo.com,Caras-Severin,,Primarie Comuna
BERZOVIA,primaria.berzovia@yahoo.com,Caras-Severin,,Primarie Comuna
BOLVASNITA,primaria.bolvasnita@gmail.com,Caras-Severin,,Primarie Comuna
BOZOVICI,p_bozovici@yahoo.com,Caras-Severin,,Primarie Comuna
BREBU,primaria_brebu@yahoo.com,Caras-Severin,,Primarie Comuna
BREBU NOU,primaria.garina@yahoo.com,Caras-Severin,,Primarie Comuna
BUCHIN,primar@primariabuchin.ro,Caras-Severin,,Primarie Comuna
BUCOSNITA,primar@primariabucosnita.ro,Caras-Severin,,Primarie Comuna
CARASOVA,primaria.carasova@yahoo.com,Caras-Severin,,Primarie Comuna
CARBUNARI,primaria@yahoo.com,Caras-Severin,,Primarie Comuna
CICLOVA ROMANA,primariaciclovaromana@yahoo.com,Caras-Severin,,Primarie Comuna
CIUDANOVITA,primaria_ciudanovita@yahoo.com,Caras-Severin,,Primarie Comuna
CONSTANTIN DAICOVICIU,primariacavaran@yahoo.com,Caras-Severin,,Primarie Comuna
COPACELE,primariacopacele@yahoo.com,Caras-Severin,,Primarie Comuna
CORNEA,primariacorneacs@yahoo.com,Caras-Severin,,Primarie Comuna
CORNEREVA,primaria.cornereva@yahoo.com,Caras-Severin,,Primarie Comuna
CORONINI,primar@primariacoronini.ro,Caras-Severin,,Primarie Comuna
DALBOSET,primariadalboset@rdslink.ro,Caras-Severin,,Primarie Comuna
DOCLIN,primaria_doclin@cs.ro,Caras-Severin,,Primarie Comuna
DOMASNEA,primariadomasnea@yahoo.com,Caras-Severin,,Primarie Comuna
EFTIMIE MURGU,emurguprimar@yahoo.com,Caras-Severin,,Primarie Comuna
EZERIS,primaria.ezeris@yahoo.com,Caras-Severin,,Primarie Comuna
FARLIUG,primariafarliug@yahoo.com,Caras-Severin,,Primarie Comuna
FOROTIC,primariaforotic@yahoo.com,Caras-Severin,,Primarie Comuna
GLIMBOCA,primaria.glimboca@gmail.com,Caras-Severin,,Primarie Comuna
GORUIA,primariagoruia@yahoo.com,Caras-Severin,,Primarie Comuna
GRADINARI,primariagradinari@yahoo.com,Caras-Severin,,Primarie Comuna
IABLANITA,primariaiablanita@yahoo.com,Caras-Severin,,Primarie Comuna
LAPUSNICEL,primarialapusnicel_cs@yahoo.com,Caras-Severin,,Primarie Comuna
LAPUSNICU MARE,primaria_lapusnicu_mare@yahoo.com,Caras-Severin,,Primarie Comuna
LUNCAVITA,primaria_luncavita@yahoo.com,Caras-Severin,,Primarie Comuna
LUPAC,lupacprimarie@personal.ro,Caras-Severin,,Primarie Comuna
MARGA,primaria.marga@gmail.com,Caras-Severin,,Primarie Comuna
MAURENI,primaria_maureni@yahoo.com,Caras-Severin,,Primarie Comuna
MEHADIA,primar@primariamehadia.ro,Caras-Severin,,Primarie Comuna
MEHADICA,ghimboasa@yahoo.com,Caras-Severin,,Primarie Comuna
NAIDAS,primaria_naidas@yahoo.com,Caras-Severin,,Primarie Comuna
OBREJA,obrejaprimarie@gmail.com,Caras-Severin,,Primarie Comuna
OCNA DE FIER,primaria_ocnadefier@yahoo.com,Caras-Severin,,Primarie Comuna
PALTINIS,primariapaltinis@yahoo.com,Caras-Severin,,Primarie Comuna
POJEJENA,primariapojejena@yahoo.com,Caras-Severin,,Primarie Comuna
PRIGOR,pr_prigor@yahoo.com,Caras-Severin,,Primarie Comuna
RACASDIA,primariaracasdia@rdslink.ro,Caras-Severin,,Primarie Comuna
RAMNA,primariaramna@yahoo.com,Caras-Severin,,Primarie Comuna
RUSCA MONTANA,primariaruscamontana@yahoo.com,Caras-Severin,,Primarie Comuna
SACU,primaria_sacu@yahoo.com,Caras-Severin,,Primarie Comuna
SASCA MONTANA,popliceanion@yahoo.com,Caras-Severin,,Primarie Comuna
SICHEVITA,primaria_sichevita@yahoo.com,Caras-Severin,,Primarie Comuna
SLATINA-TIMIS,primaria@slatinatimis.ro,Caras-Severin,,Primarie Comuna
SOCOL,primarsocol@yahoo.com,Caras-Severin,,Primarie Comuna
SOPOTU NOU,primariasopotunou@yahoo.com,Caras-Severin,,Primarie Comuna
TARNOVA,primar@primariatirnovacs.ro,Caras-Severin,,Primarie Comuna
TEREGOVA,primaria_teregova@yahoo.com,Caras-Severin,,Primarie Comuna
TICVANIU MARE,primariaticvaniumare@yahoo.com,Caras-Severin,,Primarie Comuna
TOPLET,office@toplet.info,Caras-Severin,,Primarie Comuna
TURNU RUIENI,primariaturnuruieni@gmail.com,Caras-Severin,,Primarie Comuna
VALIUG,primariavaliug@yahoo.com,Caras-Severin,,Primarie Comuna
VARADIA,primaria_varadia@yahoo.com,Caras-Severin,,Primarie Comuna
VERMES,primariavermes@vermes.ro,Caras-Severin,,Primarie Comuna
VRANI,vrani.romania@gmail.com,Caras-Severin,,Primarie Comuna
ZAVOI,webmaster@zavoi.ro,Caras-Severin,,Primarie Comuna
ZORLENTU MARE,primariazorlentumare@yahoo.com,Caras-Severin,,Primarie Comuna
MUNICIPIUL CLUJ-NAPOCA,administratiepublica@primariaclujnapoca.ro,Cluj,,Primarie Municipiu
MUNICIPIUL CAMPIA TURZII,primaria@campiaturzii.ro,Cluj,,Primarie Municipiu
MUNICIPIUL DEJ,primaria@dej.ro,Cluj,,Primarie Municipiu
MUNICIPIUL GHERLA,primar_gherla@yahoo.com,Cluj,,Primarie Municipiu
MUNICIPIUL TURDA,primturda@yahoo.com,Cluj,,Primarie Municipiu
ORAS HUEDIN,primar@primariahuedin.ro,Cluj,,Primarie Oras
AGHIRESU,aghiresu@yahoo.com,Cluj,,Primarie Comuna
AITON,primariaaiton_ro@yahoo.com,Cluj,,Primarie Comuna
ALUNIS,primariaalunis@yahoo.com,Cluj,,Primarie Comuna
APAHIDA,fionel_apahida@yahoo.com,Cluj,,Primarie Comuna
ASCHILEU,primariaaschileu@yahoo.com,Cluj,,Primarie Comuna
BACIU,primariabaciu@yahoo.com,Cluj,,Primarie Comuna
BAISOARA,primariabaisoara@yahoo.com,Cluj,,Primarie Comuna
BOBALNA,primar@primariabobilna.ro,Cluj,,Primarie Comuna
BONTIDA,primariabontida@yahoo.com,Cluj,,Primarie Comuna
BORSA,primariaborsa@yahoo.com,Cluj,,Primarie Comuna
CAIANU,primaria_caianu@yahoo.com,Cluj,,Primarie Comuna
CALARASI,secretar2006@yahoo.com,Cluj,,Primarie Comuna
CALATELE,primar@primariacalatele.ro,Cluj,,Primarie Comuna
CAPUSU MARE,pcapusu@yahoo.com,Cluj,,Primarie Comuna
CASEIU,primarcaseiu@yahoo.com,Cluj,,Primarie Comuna
CATCAU,primar68@yahoo.com,Cluj,,Primarie Comuna
CATINA,primariacatina@yahoo.com,Cluj,,Primarie Comuna
CEANU MARE,primar@ceanu-mare.ro,Cluj,,Primarie Comuna
CHINTENI,primariachinteni@yahoo.com,Cluj,,Primarie Comuna
CHIUIESTI,primariachiuiesti@yahoo.com,Cluj,,Primarie Comuna
CIUCEA,primaria_ciucea@yahoo.com,Cluj,,Primarie Comuna
CIURILA,primaria_ciurila@yahoo.com,Cluj,,Primarie Comuna
COJOCNA,admcojocna@yahoo.com,Cluj,,Primarie Comuna
CORNESTI,primariacornesti@yahoo.com,Cluj,,Primarie Comuna
CUZDRIOARA,cuzdrioaraadm@yahoo.com,Cluj,,Primarie Comuna
DABACA,primariadabaca@yahoo.com,Cluj,,Primarie Comuna
FIZESU GHERLII,primariafizesu@yahoo.com,Cluj,,Primarie Comuna
FLORESTI,primar@yahoo.com,Cluj,,Primarie Comuna
FRATA,frata_primarie@yahoo.com,Cluj,,Primarie Comuna
GARBAU,primaria.garbau@yahoo.com,Cluj,,Primarie Comuna
GEACA,primar@primariageaca.ro,Cluj,,Primarie Comuna
GILAU,primariagilau@yahoo.com,Cluj,,Primarie Comuna
ICLOD,primaria.iclod@yahoo.com,Cluj,,Primarie Comuna
IZVORU CRISULUI,izvorucrisului@hotmail.com,Cluj,,Primarie Comuna
JICHISU DE JOS,primariajichis@yahoo.com,Cluj,,Primarie Comuna
JUCU,office@primariajucu.ro,Cluj,,Primarie Comuna
LUNA,primaria_luna@yahoo.com,Cluj,,Primarie Comuna
MAGURI-RACATAU,primariamaguriracatau@yahoo.com,Cluj,,Primarie Comuna
MANASTIRENI,primariamanastireni@yahoo.com,Cluj,,Primarie Comuna
MARGAU,suciu_srn@yahoo.com,Cluj,,Primarie Comuna
MARISEL,mariselului@yahoo.com,Cluj,,Primarie Comuna
MICA,integrare_mica@yahoo.com,Cluj,,Primarie Comuna
MIHAI VITEAZU,primariamihaiviteazu@yahoo.com,Cluj,,Primarie Comuna
MINTIU GHERLII,primaria.mintiu.gherlii@personal.ro,Cluj,,Primarie Comuna
MOCIU,primar@primariamociu.ro,Cluj,,Primarie Comuna
MOLDOVENESTI,pmoldovenesti@yahoo.com,Cluj,,Primarie Comuna
NEGRENI,info@primarianegreni.ro,Cluj,,Primarie Comuna
PALATCA,primariapalatca@yahoo.com,Cluj,,Primarie Comuna
PANTICEU,panticeuadm@yahoo.com,Cluj,,Primarie Comuna
PLOSCOS,primariaploscos@yahoo.com,Cluj,,Primarie Comuna
POIENI,primaria_poienicj@yahoo.com,Cluj,,Primarie Comuna
RECEA-CRISTUR,primarierecea@yahoo.com,Cluj,,Primarie Comuna
RISCA,primaria_rasca@yahoo.com,Cluj,,Primarie Comuna
SACUIEU,pi.secretarsacuieu@yahoo.com,Cluj,,Primarie Comuna
SANCRAIU,sancraiu@sancraiu.ro,Cluj,,Primarie Comuna
SANDULESTI,primaria.sandulesti@yahoo.com,Cluj,,Primarie Comuna
SANMARTIN,primaria@primariasanmartin.ro,Cluj,,Primarie Comuna
SANPAUL,primar@primariasinpaul.ro,Cluj,,Primarie Comuna
SAVADISLA,primsav@yahoo.com,Cluj,,Primarie Comuna
SUATU,primariasuatu@yahoo.com,Cluj,,Primarie Comuna
TAGA,crinamoga@yahoo.com,Cluj,,Primarie Comuna
TRITENII DE JOS,primaria.triteniidejos@yahoo.com,Cluj,,Primarie Comuna
VAD,primariavad@yahoo.com,Cluj,,Primarie Comuna
VALEA IERII,primaria_valea_ierii@yahoo.com,Cluj,,Primarie Comuna
VIISOARA,primariaviisoara@yahoo.com,Cluj,,Primarie Comuna
VULTURENI,primaria_vultureni@yahoo.com,Cluj,,Primarie Comuna
MUNICIPIUL MANGALIA,primarie@mangalia.ro,Constanta,,Primarie Municipiu
MUNICIPIUL MEDGIDIA,primaria_medgidia@yahoo.com,Constanta,,Primarie Municipiu
ORAS BANEASA,primariabaneasa@yahoo.com,Constanta,,Primarie Oras
ORAS CERNAVODA,primaria@cernavoda.ro,Constanta,,Primarie Oras
ORAS HARSOVA,secretariat@primaria-harsova.ro,Constanta,,Primarie Oras
ORAS NAVODARI,secretariat@primaria-navodari.ro,Constanta,,Primarie Oras
ORAS NEGRU VODA,primaria_negruvoda@yahoo.com,Constanta,,Primarie Oras
ORAS OVIDIU,primaria_ovidiu@yahoo.com,Constanta,,Primarie Oras
ADAMCLISI,primariaadamclisi@yahoo.com,Constanta,,Primarie Comuna
AGIGEA,secretariat@primaria-agigea.ro,Constanta,,Primarie Comuna
ALBESTI,primaria_loc.albesti@yahoo.com,Constanta,,Primarie Comuna
ALIMAN,primaria_aliman@yahoo.com,Constanta,,Primarie Comuna
AMZACEA,primariaamzacea@yahoo.com,Constanta,,Primarie Comuna
CASTELU,casteluprimariacomunei@yahoo.com,Constanta,,Primarie Comuna
CERCHEZU,secretar@primariacerchezu.ro,Constanta,,Primarie Comuna
CHIRNOGENI,secretar@primaria-chirnogeni.ro,Constanta,,Primarie Comuna
CIOBANU,primariaciobanu@yahoo.com,Constanta,,Primarie Comuna
CIOCARLIA,primariaciocirlia@yahoo.com,Constanta,,Primarie Comuna
COBADIN,primariacobadin@yahoo.com,Constanta,,Primarie Comuna
COGEALAC,contact@primariacogealac.ro,Constanta,,Primarie Comuna
COMANA,primar@primaria-comana.ro,Constanta,,Primarie Comuna
CUMPANA,primaria_cumpana@yahoo.com,Constanta,,Primarie Comuna
DELENI,primariadeleni@yahoo.com,Constanta,,Primarie Comuna
DOBROMIR,primariadobromir@yahoo.com,Constanta,,Primarie Comuna
DUMBRAVENI,primariadumbraveni@yahoo.com,Constanta,,Primarie Comuna
FANTANELE,primaria_fantanele@yahoo.com,Constanta,,Primarie Comuna
GARLICIU,primariagarliciu@yahoo.com,Constanta,,Primarie Comuna
GHINDARESTI,ghindaresti_pri@yahoo.com,Constanta,,Primarie Comuna
GRADINA,primaria_gradina@yahoo.com,Constanta,,Primarie Comuna
HORIA,primariahoriact@yahoo.com,Constanta,,Primarie Comuna
INDEPENDENTA,primariaindependenta@yahoo.com,Constanta,,Primarie Comuna
ION CORVIN,primariaioncorvin@yahoo.com,Constanta,,Primarie Comuna
ISTRIA,secretar.istria@gmail.com,Constanta,,Primarie Comuna
LIMANU,secretar@primarialimanu.ro,Constanta,,Primarie Comuna
LUMINA,contact@primaria-lumina.ro,Constanta,,Primarie Comuna
MERENI,primaria.mereni@yahoo.com,Constanta,,Primarie Comuna
MIHAI VITEAZU,primaria_mv@hotmail.com,Constanta,,Primarie Comuna
MIHAIL KOGALNICEANU,primaria_m_k_cta@yahoo.com,Constanta,,Primarie Comuna
MIRCEA VODA,primar@primaria-mirceavoda.ro,Constanta,,Primarie Comuna
OLTINA,primaria_oltina@yahoo.com,Constanta,,Primarie Comuna
OSTROV,primariaostrov@yahoo.com,Constanta,,Primarie Comuna
PANTELIMON,pantelimon.primaria@yahoo.com,Constanta,,Primarie Comuna
PECINEAGA,primaria_pecineaga@yahoo.com,Constanta,,Primarie Comuna
PESTERA,primariapestera@yahoo.com,Constanta,,Primarie Comuna
POARTA ALBA,primariapa@yahoo.com,Constanta,,Primarie Comuna
RASOVA,primariarasova@gmail.com,Constanta,,Primarie Comuna
SACELE,primariasacele@yahoo.com,Constanta,,Primarie Comuna
SALIGNY,primariasaligny@yahoo.com,Constanta,,Primarie Comuna
SARAIU,primariasaraiu@yahoo.com,Constanta,,Primarie Comuna
SEIMENI,primariaseimeni@yahoo.com,Constanta,,Primarie Comuna
SILISTEA,primaria_silistea@yahoo.com,Constanta,,Primarie Comuna
TARGUSOR,primarie_tirgusor@yahoo.com,Constanta,,Primarie Comuna
TOPALU,tomafmcn@gmail.com,Constanta,,Primarie Comuna
TOPRAISAR,secretar@primaria-topraisar.ro,Constanta,,Primarie Comuna
TUZLA,urbanism_tuzla@yahoo.co.uk,Constanta,,Primarie Comuna
VALU LUI TRAIAN,secretar@valu-lui-traian.ro,Constanta,,Primarie Comuna
VULTURU,gabrielababalic@yahoo.com,Constanta,,Primarie Comuna
ORAS BARAOLT,secretar@primariabaraolt.ro,Covasna,,Primarie Oras
ORAS COVASNA,secretar@primariacovasna.ro,Covasna,,Primarie Oras
ORAS INTORSURA BUZAULUI,pib@intorsurabuzaului.ro,Covasna,,Primarie Oras
AITA MARE,primariaaitamare@gmail.com,Covasna,,Primarie Comuna
ARCUS,arkos@planet.ro,Covasna,,Primarie Comuna
BARCANI,primaria.barcani@yahoo.com,Covasna,,Primarie Comuna
BATANI,bacon@cosys.ro,Covasna,,Primarie Comuna
BELIN,vajdapiroska@freemail.hu,Covasna,,Primarie Comuna
BIXAD,comunabixad@yahoo.com,Covasna,,Primarie Comuna
BODOC,bodoc@planet.ro,Covasna,,Primarie Comuna
BOROSNEU MARE,primariabmare@yahoo.com,Covasna,,Primarie Comuna
BRADUT,bardoc@cosys.ro,Covasna,,Primarie Comuna
BRATES,primariabrates@yahoo.com,Covasna,,Primarie Comuna
BRETCU,bretcu@consloc.ro,Covasna,,Primarie Comuna
CATALINA,primariacatalina@yahoo.com,Covasna,,Primarie Comuna
CERNAT,comunacernat@yahoo.com,Covasna,,Primarie Comuna
CHICHIS,secretar_kokos@cosys.ro,Covasna,,Primarie Comuna
COMANDAU,cl_comandau@yahoo.com,Covasna,,Primarie Comuna
DALNIC,primariadalnic@consloc.ro,Covasna,,Primarie Comuna
DOBARLAU,clsdobirlau@yahoo.com,Covasna,,Primarie Comuna
ESTELNIC,esztelnek@consloc.ro,Covasna,,Primarie Comuna
GHELINTA,gelence_tanacs@yahoo.com,Covasna,,Primarie Comuna
GHIDFALAU,comunaghidfalau@yahoo.com,Covasna,,Primarie Comuna
HAGHIG,juridic@primariahaghig.ro,Covasna,,Primarie Comuna
ILIENI,ilieni@cosys.ro,Covasna,,Primarie Comuna
LEMNIA,primarialemnia@yahoo.com,Covasna,,Primarie Comuna
MALNAS,malnas2004@yahoo.com,Covasna,,Primarie Comuna
MERENI,jancso2002@yahoo.com,Covasna,,Primarie Comuna
MICFALAU,primariamicfalau@yahoo.com,Covasna,,Primarie Comuna
MOACSA,makpolghiv@hotmail.com,Covasna,,Primarie Comuna
OJDULA,pjudit65@yahoo.com,Covasna,,Primarie Comuna
POIAN,poian@cosys.ro,Covasna,,Primarie Comuna
RECI,primariareci@yahoo.com,Covasna,,Primarie Comuna
SANZIENI,primaria.sanzieni@polyp.ro,Covasna,,Primarie Comuna
SITA BUZAULUI,sitabuzaului@yahoo.com,Covasna,,Primarie Comuna
VALCELE,primariavilcelecv@gmail.com,Covasna,,Primarie Comuna
VALEA CRISULUI,primariavaleacrisului@yahoo.com,Covasna,,Primarie Comuna
ZABALA,primzabala@yahoo.com,Covasna,,Primarie Comuna
ZAGON,office@primariazagon.ro,Covasna,,Primarie Comuna
MUNICIPIUL TARGOVISTE,primarulmunicipiuluitargoviste@pmtgv.ro,Dambovita,,Primarie Municipiu
MUNICIPIUL  MORENI,contact@primariamoreni.ro,Dambovita,,Primarie Municipiu
ORAS FIENI,fieni.primaria@gmail.com,Dambovita,,Primarie Oras
ORAS PUCIOASA,info@primpuc.ro,Dambovita,,Primarie Oras
ANINOASA,aninoasadb@yahoo.com,Dambovita,,Primarie Comuna
BALENI,primaria_baleni@yahoo.com,Dambovita,,Primarie Comuna
BARBULETU,primaria_barbuletu@yahoo.com,Dambovita,,Primarie Comuna
BEZDEAD,primaria_bezdead@yahoo.com,Dambovita,,Primarie Comuna
BILCIURESTI,primaria.bilciuresti@gmail.com,Dambovita,,Primarie Comuna
BRANESTI,primaria.branesti@yahoo.com,Dambovita,,Primarie Comuna
BRANISTEA,primaria.branistea@yahoo.com,Dambovita,,Primarie Comuna
BREZOAELE,primaria_brezoaele@yahoo.com,Dambovita,,Primarie Comuna
BUCIUMENI,primariabuciumeni@yahoo.com,Dambovita,,Primarie Comuna
BUCSANI,primaria.bucsani@gmail.com,Dambovita,,Primarie Comuna
BUTIMANU,primariabutimanu@gmail.com,Dambovita,,Primarie Comuna
CANDESTI,candesti_dambovita@yahoo.com,Dambovita,,Primarie Comuna
CIOCANESTI,vioricamanzu@yahoo.com,Dambovita,,Primarie Comuna
COBIA,cobiadambovita@yahoo.com,Dambovita,,Primarie Comuna
COJASCA,primar@primariacojasca.ro,Dambovita,,Primarie Comuna
COMISANI,primaria_comisani@yahoo.com,Dambovita,,Primarie Comuna
CONTESTI,contact@primariacontesti.ro,Dambovita,,Primarie Comuna
CORBII MARI,primaria_cm@yahoo.com,Dambovita,,Primarie Comuna
CORNATELU,cornateluprimaria@yahoo.com,Dambovita,,Primarie Comuna
CORNESTI,cornesti@cjd.ro,Dambovita,,Primarie Comuna
COSTESTII DIN VALE,d.primariacostestivale@yahoo.com,Dambovita,,Primarie Comuna
CRANGURILE,crangurile@cjd.ro,Dambovita,,Primarie Comuna
CREVEDIA,ciocanisteanuelena@gmail.com,Dambovita,,Primarie Comuna
DARMANESTI,primaria.darmanesti@yahoo.com,Dambovita,,Primarie Comuna
DOICESTI,doicesti@cjd.ro,Dambovita,,Primarie Comuna
DRAGODANA,pr_dragodana@yahoo.com,Dambovita,,Primarie Comuna
DRAGOMIRESTI,p_dragomiresti@yahoo.com,Dambovita,,Primarie Comuna
FINTA,primariafinta@yahoo.com,Dambovita,,Primarie Comuna
GURA FOII,primariagurafoii@yahoo.com,Dambovita,,Primarie Comuna
GURA SUTII,primariagurasutii@yahoo.com,Dambovita,,Primarie Comuna
HULUBESTI,primaria.hulubesti@yahoo.com,Dambovita,,Primarie Comuna
I. L. CARAGIALE,primariacaragiale@gmail.com,Dambovita,,Primarie Comuna
IEDERA,primaria.iedera@yahoo.com,Dambovita,,Primarie Comuna
LUCIENI,primaria_lucieni@yahoo.com,Dambovita,,Primarie Comuna
LUDESTI,primarialudesti@gmail.com,Dambovita,,Primarie Comuna
LUNGULETU,lunguletu_primaria@yahoo.com,Dambovita,,Primarie Comuna
MALU CU FLORI,primaria.malu@yahoo.com,Dambovita,,Primarie Comuna
MOGOSANI,prmogosani@yahoo.com,Dambovita,,Primarie Comuna
MOROENI,primaria_moroeni@yahoo.com,Dambovita,,Primarie Comuna
MORTENI,primariamorteni@yahoo.com,Dambovita,,Primarie Comuna
MOTAIENI,relatii@primariamotaieni.ro,Dambovita,,Primarie Comuna
NICULESTI,primaria@niculesti.ro,Dambovita,,Primarie Comuna
NUCET,nucet@cjd.ro,Dambovita,,Primarie Comuna
OCNITA,relatii@primariaocnita.ro,Dambovita,,Primarie Comuna
ODOBESTI,primaria_odobesti@yahoo.com,Dambovita,,Primarie Comuna
PERSINARI,primaria_persinari@yahoo.com,Dambovita,,Primarie Comuna
PETRESTI,primariapetresti@yahoo.com,Dambovita,,Primarie Comuna
PIETRARI,pietraridambovita@yahoo.com,Dambovita,,Primarie Comuna
PIETROSITA,pietrosita@gmail.com,Dambovita,,Primarie Comuna
POIANA,primaria_poianadambovita@yahoo.com,Dambovita,,Primarie Comuna
POTLOGI,primariapotlogi@yahoo.com,Dambovita,,Primarie Comuna
PRODULESTI,primaria.produlesti@yahoo.com,Dambovita,,Primarie Comuna
PUCHENI,primariapucheni@yahoo.com,Dambovita,,Primarie Comuna
RASCAETI,prascaeti@yahoo.com,Dambovita,,Primarie Comuna
RAZVAD,razvad@cjd.ro,Dambovita,,Primarie Comuna
RUNCU,cojocaruaur@yahoo.com,Dambovita,,Primarie Comuna
SALCIOARA,primarie@salcioara.infoprimarie.ro,Dambovita,,Primarie Comuna
SELARU,primaria.selarudb@gmail.com,Dambovita,,Primarie Comuna
SLOBOZIA MOARA,primariasloboziamoara@gmail.com,Dambovita,,Primarie Comuna
SOTANGA,sotanga@cjd.ro,Dambovita,,Primarie Comuna
TARTASESTI,primaria_tartasesti@yahoo.com,Dambovita,,Primarie Comuna
TATARANI,primariatatarani@yahoo.com,Dambovita,,Primarie Comuna
ULIESTI,primaria_uliesti@yahoo.com,Dambovita,,Primarie Comuna
ULMI,primaria.ulmi@yahoo.com,Dambovita,,Primarie Comuna
VACARESTI,primariavacaresti@yahoo.com,Dambovita,,Primarie Comuna
VALEA LUNGA,niconic65@yahoo.com,Dambovita,,Primarie Comuna
VALEA MARE,primariavaleamaredb@yahoo.com,Dambovita,,Primarie Comuna
VALENI-DIMBOVITA,valenib@yahoo.com,Dambovita,,Primarie Comuna
VIRFURI,primariavarfuri@yahoo.com,Dambovita,,Primarie Comuna
VISINA,primariavisina_db@yahoo.com,Dambovita,,Primarie Comuna
VISINESTI,primariavisinesti@gmail.com,Dambovita,,Primarie Comuna
VLADENI,primariavladeni@yahoo.com,Dambovita,,Primarie Comuna
VOINESTI,consiliullocalvoinesti@yahoo.com,Dambovita,,Primarie Comuna
VULCANA-BAI,secretar@vulcanabai.ro,Dambovita,,Primarie Comuna
VULCANA-PANDELE,vulcanapandele@cjd.ro,Dambovita,,Primarie Comuna
MUNICIPIUL CRAIOVA,cv22primaria@cjdolj.ro,Dolj,,Primarie Municipiu
MUNICIPIUL BAILESTI,bailesti@cjdolj.ro,Dolj,,Primarie Municipiu
MUNICIPIUL CALAFAT,calafat@cjdolj.ro,Dolj,,Primarie Municipiu
ORAS BECHET,bechet@cjdolj.ro,Dolj,,Primarie Oras
ORAS DABULENI,dabuleni@cjdolj.ro,Dolj,,Primarie Oras
ORAS FILIASI,filiasi@cjdolj.ro,Dolj,,Primarie Oras
ORAS SEGARCEA,segarcea@cjdolj.ro,Dolj,,Primarie Oras
