Nume,Email,Judet,Telefon,Tip
"Gorj",consjud@cjgorj.ro,Gorj,,Consiliu Judetean
"Harghita",info@judetulharghita.ro,Harghita,,Consiliu Judetean
"Hunedoara",cjh@cjhunedoara.ro,Hunedoara,,Consiliu Judetean
"Ialomița",cji@cicnet.ro,Ialomița,,Consiliu Judetean
"Iași",ghiseu.unic@icc.ro,Iași,,Consiliu Judetean
"Ilfov",cjilfov@cjilfov.ro,Ilfov,,Consiliu Judetean
"Maramureș",office@maramures.ro,Maramureș,,Consiliu Judetean
"Mehedinți",public@cjmehedinti.ro,Mehedinți,,Consiliu Judetean
"Mureș",cjmures@cjmures.ro,Mureș,,Consiliu Judetean
"Neamț",cons.judetean@cjneamt.ro,Neamț,,Consiliu Judetean
"Olt",cjolt@cjolt.ro,Olt,,Consiliu Judetean
"Prahova",cons_jud@cjph.ro,Prahova,,Consiliu Judetean
"Salaj",office@cjsaj.ro,Salaj,,Consiliu Judetean
"Satu Mare",office@cjsm.ro,Satu Mare,,Consiliu Judetean
"Sibiu",judet@cjsibiu.ro,Sibiu,,Consiliu Judetean
"Suceava",contact@cjsuceava.ro,Suceava,,Consiliu Judetean
"Teleorman",cjt@cjteleorman.ro,Teleorman,,Consiliu Judetean
"Timiș",cjt@cjtimis.ro,Timiș,,Consiliu Judetean
"Tulcea",office@cjtulcea.ro,Tulcea,,Consiliu Judetean
"Vâlcea",consiliu@cjvalcea.ro,Vâlcea,,Consiliu Judetean
"Vaslui",consiliu@cjvs.eu,Vaslui,,Consiliu Judetean
"Vrancea",contact@cjvrancea.ro,Vrancea,,Consiliu Judetean
